"","model","sample","variable","importance"
"96","NN5_MAE",3,"ind_age",0.0157629524470956
"97","LM_MSE",1,"ind_agr",0.0146571288476889
"98","LM_MAE",1,"ind_agr",0.0163665725063781
"99","ELN_MSE",1,"ind_agr",0.00197956004073972
"100","ELN_MAE",1,"ind_agr",0.000551818843339825
"101","RF_MSE",1,"ind_agr",0.00920708415055028
"102","RF_MAE",1,"ind_agr",0.0178041987518277
"103","NN1_MSE",1,"ind_agr",0.0166731689574859
"104","NN1_MAE",1,"ind_agr",0.016726328200262
"105","NN2_MSE",1,"ind_agr",0.0167402628690736
"106","NN2_MAE",1,"ind_agr",0.0167129983759493
"107","NN3_MSE",1,"ind_agr",0.0166983957078644
"108","NN3_MAE",1,"ind_agr",0.0166933457099158
"109","NN4_MSE",1,"ind_agr",0.0167103793124094
"110","NN4_MAE",1,"ind_agr",0.0167566059272905
"111","NN5_MSE",1,"ind_agr",0.0167080816935546
"112","NN5_MAE",1,"ind_agr",0.0167699542225837
"113","LM_MSE",2,"ind_agr",0.0163554267966003
"114","LM_MAE",2,"ind_agr",0.0164491012944402
"115","ELN_MSE",2,"ind_agr",0.00305191565205992
"116","ELN_MAE",2,"ind_agr",0.00204812146303869
"117","RF_MSE",2,"ind_agr",0.0172662971504887
"118","RF_MAE",2,"ind_agr",0.0181378371160734
"119","NN1_MSE",2,"ind_agr",0.0168782563403699
"120","NN1_MAE",2,"ind_agr",0.0168286471534563
"121","NN2_MSE",2,"ind_agr",0.0169396473145782
"122","NN2_MAE",2,"ind_agr",0.0168382979863851
"123","NN3_MSE",2,"ind_agr",0.0166735556807728
"124","NN3_MAE",2,"ind_agr",0.0167081427758045
"125","NN4_MSE",2,"ind_agr",0.0170665650334606
"126","NN4_MAE",2,"ind_agr",0.0170827590795139
"127","NN5_MSE",2,"ind_agr",0.0170487182016637
"128","NN5_MAE",2,"ind_agr",0.0167387950021137
"129","LM_MSE",3,"ind_agr",0.0150007027631316
"130","LM_MAE",3,"ind_agr",0.0165537157432174
"131","ELN_MSE",3,"ind_agr",4.38981220705678e-06
"132","ELN_MAE",3,"ind_agr",0.000969533859145767
"133","RF_MSE",3,"ind_agr",0.0187198207878351
"134","RF_MAE",3,"ind_agr",0.0172779359989517
"135","NN1_MSE",3,"ind_agr",0.01640530878471
"136","NN1_MAE",3,"ind_agr",0.0155875977142196
"137","NN2_MSE",3,"ind_agr",0.015722950723572
"138","NN2_MAE",3,"ind_agr",0.0164477579845178
"139","NN3_MSE",3,"ind_agr",0.0165475519554228
"140","NN3_MAE",3,"ind_agr",0.0159285250057744
"141","NN4_MSE",3,"ind_agr",0.016169611883783
"142","NN4_MAE",3,"ind_agr",0.0161212566812267
"143","NN5_MSE",3,"ind_agr",0.0161597181605653
"144","NN5_MAE",3,"ind_agr",0.0159818163002164
"145","LM_MSE",1,"ind_baspread",0.0170918888169028
"146","LM_MAE",1,"ind_baspread",0.0170237904769475
"147","ELN_MSE",1,"ind_baspread",0.00197956004073972
"148","ELN_MAE",1,"ind_baspread",0.000504471995933111
"149","RF_MSE",1,"ind_baspread",0.0136014174945273
"150","RF_MAE",1,"ind_baspread",0.01241110626704
"151","NN1_MSE",1,"ind_baspread",0.0166539338820331
"152","NN1_MAE",1,"ind_baspread",0.0167573804729336
"153","NN2_MSE",1,"ind_baspread",0.0167424550205758
"154","NN2_MAE",1,"ind_baspread",0.0167960805270034
"155","NN3_MSE",1,"ind_baspread",0.0166929941018241
"156","NN3_MAE",1,"ind_baspread",0.0167265962707569
"157","NN4_MSE",1,"ind_baspread",0.0167197798749418
"158","NN4_MAE",1,"ind_baspread",0.0167954711400901
"159","NN5_MSE",1,"ind_baspread",0.0167471297614228
"160","NN5_MAE",1,"ind_baspread",0.0167670391200357
"161","LM_MSE",2,"ind_baspread",0.0175084458354182
"162","LM_MAE",2,"ind_baspread",0.0168499818740143
"163","ELN_MSE",2,"ind_baspread",0.00305191565205992
"164","ELN_MAE",2,"ind_baspread",0.00211095423800303
"165","RF_MSE",2,"ind_baspread",0.0178894149792733
"166","RF_MAE",2,"ind_baspread",0.0180776451765551
"167","NN1_MSE",2,"ind_baspread",0.0167990804822316
"168","NN1_MAE",2,"ind_baspread",0.0168627987311332
"169","NN2_MSE",2,"ind_baspread",0.0168984238335788
"170","NN2_MAE",2,"ind_baspread",0.0168422808822558
"171","NN3_MSE",2,"ind_baspread",0.0167402411487753
