"","model","dgp_spec","sample","SV","cross_corr","validation_MAE","validation_MSE","validation_RMSE","validation_RSquare","test_MAE","test_MSE","test_RMSE","test_RSquare"
"12","LM_MSE","g1",3,1,1,0.0438489609177358,0.00398747404386188,0.058568008030054,-0.141231178472827,0.0480226373844577,0.00402104028985348,0.0612134670395551,-0.223728489702603
"13","LM_MSE","g2",1,0,0,0.0590358594211812,0.00583874626511449,0.0763752351878978,-0.0922328229772043,0.0563880477437203,0.00528621017120806,0.0726140751150085,-0.0981696323535515
"14","LM_MSE","g2",1,1,0.01,0.0480842105690743,0.00479565986812122,0.0649557888646801,-0.0537688324721481,0.0301947556373125,0.0018957996114301,0.0387002699260495,-0.168381318837572
"15","LM_MSE","g2",1,1,0.1,0.0482054370269804,0.00479925043615287,0.0650220604717119,-0.058295873763595,0.0306147544530713,0.00192692523176765,0.0391461751077393,-0.203082457582933
"16","LM_MSE","g2",1,1,1,0.056213986985611,0.00589677004967907,0.074005482754326,-0.50766620448858,0.0380022494649631,0.0026326818159743,0.0485575005516219,-1.14820617979363
"17","LM_MSE","g2",2,0,0,0.0579158230685726,0.00562336350538363,0.0749377026520472,-0.0583111410775259,0.0575189113349755,0.00551827930277717,0.0740543581070342,-0.121082228408146
"18","LM_MSE","g2",2,1,0.01,0.0426203543833965,0.00388400365510957,0.0574571681532757,-0.0594284659626463,0.0404996775429472,0.00318626219114492,0.0515614760011183,-0.125065153807387
"19","LM_MSE","g2",2,1,0.1,0.0428112563675439,0.00388879211803212,0.0575377511857242,-0.0682155945844738,0.0409435929296675,0.00323375348999812,0.0521454985626255,-0.172614531919366
"20","LM_MSE","g2",2,1,1,0.0493843396111554,0.00470313197975808,0.0652721518980715,-0.572690984060912,0.0492731374240157,0.00433324501179125,0.0623851056014404,-0.916265338919198
"21","LM_MSE","g2",3,0,0,0.0573756831663741,0.00551900000331994,0.0742518333836217,-0.0587208060868133,0.0583406982993697,0.00564084826604212,0.0749591942922309,-0.133405094982626
"22","LM_MSE","g2",3,1,0.01,0.0411956028011627,0.00366003100138241,0.0555706304245488,-0.0245927840694269,0.044069898243227,0.00355811134191658,0.0570067390174776,-0.0419175245757419
"23","LM_MSE","g2",3,1,0.1,0.0413605715381288,0.00366782689492593,0.0556630557900623,-0.0335682599931579,0.0441805750916049,0.0035825605750705,0.0572267943903176,-0.0531357633278898
"24","LM_MSE","g2",3,1,1,0.0458603951009194,0.00420987899675702,0.0606733822844842,-0.310754118420027,0.0488540009448531,0.00418558599776972,0.0624022327489208,-0.278388945720586
"25","LM_MSE","g3",1,0,0,0.0585277772659306,0.00574328759385532,0.0757455795208156,-0.057243552768452,0.0564500919232584,0.00527941546026131,0.0725867262461248,-0.0047819593554306
"26","LM_MSE","g3",1,1,0.01,0.0475194706510189,0.00474079742063069,0.0644625928328489,-0.0275072876795732,0.0291299021989121,0.00182077075054888,0.0373888061674146,-0.0538317036350146
"27","LM_MSE","g3",1,1,0.1,0.0477055475860423,0.00475623637449489,0.0645914978343687,-0.035864671235593,0.0293567278186403,0.00184208884971911,0.037682633778566,-0.076409091945015
"28","LM_MSE","g3",1,1,1,0.0549910599305287,0.00569108296179151,0.0726713493157451,-0.452037667456183,0.0343699308961628,0.00226639700188159,0.0439616627641873,-0.570132173130701
"29","LM_MSE","g3",2,0,0,0.0575342296536058,0.00555198111238454,0.0744616231911192,-0.0188312319509539,0.0573444096452752,0.00547910302135594,0.0737781247604761,-0.0801187385926026
"30","LM_MSE","g3",2,1,0.01,0.0418648127298842,0.00381749453569034,0.0567017591456654,-0.00820943647579755,0.0393558646361848,0.00308853413747143,0.0503777739688012,-0.0378324672016251
"31","LM_MSE","g3",2,1,0.1,0.0419998494078804,0.00382802431778865,0.0568208073638675,-0.0202474502878213,0.0397373311610403,0.00311667407061457,0.0507990913681803,-0.0724700208041241
"32","LM_MSE","g3",2,1,1,0.0482356245215095,0.00453087159092775,0.0640808365443282,-0.498678522062484,0.0474794761453746,0.00404442260493525,0.0600784841732009,-0.636983229272567
"33","LM_MSE","g3",3,0,0,0.0573252959952891,0.0055086160484396,0.0741875287085608,-0.0282292362118679,0.0568784017662593,0.00543290266366067,0.0736465001629421,-0.0673753210027857
"34","LM_MSE","g3",3,1,0.01,0.0402819166949308,0.00358124640602265,0.0546994427884065,0.0306384887305603,0.0434436477570903,0.00347690363547308,0.0563034959434024,-0.00453984659283557
"35","LM_MSE","g3",3,1,0.1,0.0404497619563249,0.00359471030890391,0.0548303291628194,0.0204200292221884,0.04361425972244,0.00349166343569307,0.0564926487103141,-0.0159420846603234
"36","LM_MSE","g3",3,1,1,0.044739418361342,0.00406531424900077,0.0595559867407178,-0.228764461204373,0.0484523869493127,0.00409564340227246,0.0618980544018231,-0.259220160216339
"37","LM_MAE","g1",1,0,0,0.0588465702232716,0.00579813273329528,0.0761066845272676,-0.0504747669133469,0.0569940716682633,0.00535604713472992,0.0731325747455164,-0.0248572352432979
"38","LM_MAE","g1",1,1,0.01,0.0469809035408691,0.00467416577853421,0.0638946646248735,0.00154443377742044,0.0281391938492345,0.00175520907931121,0.0362490274382631,0.0208871610965832
"39","LM_MAE","g1",1,1,0.1,0.0472855864409117,0.00470917482828754,0.0641578200454049,-0.00923190276847305,0.0282427500417925,0.00176222419376846,0.0363371901966542,0.0258962554009982
"40","LM_MAE","g1",1,1,1,0.0535312175645166,0.0054622613032388,0.0709498544229999,-0.360945722675119,0.0336932778550882,0.00221966966899475,0.0430981632032544,-0.463044955492727
"41","LM_MAE","g1",2,0,0,0.0576963271447562,0.00557008045596341,0.0745896923565891,-0.0105374119056897,0.0574431377577286,0.00553439331806419,0.0740871611916377,-0.0970807235236176
"42","LM_MAE","g1",2,1,0.01,0.0411556001153704,0.00374199302875273,0.056032982833414,0.0315696564928209,0.0386162695899405,0.00301990907989633,0.0494832317395246,0.000347678405188501
"43","LM_MAE","g1",2,1,0.1,0.0414524417593656,0.00377158611769192,0.0563169372976202,0.0167397105017107,0.0388469962695281,0.00303876690500325,0.0497190076195483,-0.0129149914060035
"44","LM_MAE","g1",2,1,1,0.0470620136181767,0.00439514381204753,0.0629705574292589,-0.406037552926179,0.045820912356664,0.00383833695248698,0.0582697318744351,-0.521717993070955
"45","LM_MAE","g1",3,0,0,0.0571675318834626,0.00547955081445242,0.0739954680317842,-0.0108197666923293,0.0563418603720812,0.0053399876260578,0.0730206432500678,-0.049128635863387
"46","LM_MAE","g1",3,1,0.01,0.0395429097376205,0.00351909297906978,0.0539575778711498,0.0778493402743664,0.0431696530305525,0.00343675292141149,0.0559370826008296,0.00591405392369038
"47","LM_MAE","g1",3,1,0.1,0.039730339409805,0.00353471196144708,0.0540849994700405,0.0732567373548547,0.0433442374383097,0.00346539552290367,0.0561968416652111,-0.00422473408551147
"48","LM_MAE","g1",3,1,1,0.0432224199444963,0.0039001536878954,0.0579524754382828,-0.113825559987218,0.0475055107785752,0.00397537207829717,0.0607542030906223,-0.194369535514835
"49","LM_MAE","g2",1,0,0,0.0596131588011186,0.00593841980847363,0.0770244035063771,-0.111214545174338,0.0571161358091054,0.00540613878502334,0.0734378790809807,-0.124572345050598
"50","LM_MAE","g2",1,1,0.01,0.0481722690551909,0.00479904589536132,0.0650302032319015,-0.0590115479025496,0.0301110312747922,0.00188184160641549,0.0385726349160852,-0.163562830314201
"51","LM_MAE","g2",1,1,0.1,0.0484803492269106,0.00482630106823246,0.0652853458306002,-0.0706697166314458,0.0306859152446416,0.00192303076046319,0.0391750103804671,-0.211845855833698
"52","LM_MAE","g2",1,1,1,0.0543822823097026,0.0056145672421017,0.0718146383248505,-0.383128691284058,0.0374287590081658,0.00257864196109092,0.0476961450517871,-0.998796640186879
"53","LM_MAE","g2",2,0,0,0.0583457466911548,0.00569851615144034,0.0754428284449223,-0.0732517443570793,0.0584481093675222,0.00571366225516049,0.075308951527823,-0.160819581595935
"54","LM_MAE","g2",2,1,0.01,0.0426592578458972,0.00387929811653103,0.0575118888453846,-0.0674817844844659,0.0406395326013267,0.0031968935568455,0.051684373423068,-0.13234243113226
"55","LM_MAE","g2",2,1,0.1,0.0430090365229417,0.00390192096683774,0.0577953359622966,-0.0897329317229492,0.0410732430094254,0.00324340425349266,0.052246306322479,-0.177592647438814
"56","LM_MAE","g2",2,1,1,0.0492363735216992,0.00467142638009244,0.0652294660865098,-0.579736269047478,0.0500644695062488,0.00438115599732771,0.0632296953101419,-1.0300819985994
"57","LM_MAE","g2",3,0,0,0.0577257958898085,0.00557446723381886,0.0746335255947376,-0.0701237261069231,0.0586303766983809,0.00570682718947122,0.0753630428265741,-0.146687551978407
"58","LM_MAE","g2",3,1,0.01,0.0412260584195297,0.00366211421088443,0.0556031377254422,-0.0261643555187925,0.0442927974006836,0.00357996026681355,0.0572428466823925,-0.0532030879709232
"59","LM_MAE","g2",3,1,0.1,0.0414787615384816,0.00367956866813525,0.0557657489630115,-0.0370641735310251,0.0444754349031618,0.0036160581735384,0.0575571905231577,-0.0683006586917099
"60","LM_MAE","g2",3,1,1,0.0461558478868688,0.00422223142748348,0.0610946696887595,-0.338917425780867,0.0485327349200888,0.00409436579789422,0.0620281832471574,-0.280987827309404
"61","LM_MAE","g3",1,0,0,0.0591561289715699,0.00585783298529167,0.0765008376243569,-0.0789519986300943,0.0575261870583545,0.00544512946415492,0.0737340248763533,-0.0387134940346646
"62","LM_MAE","g3",1,1,0.01,0.0474933893534304,0.0047298820200063,0.0643856678032435,-0.0252980979548989,0.0288845482750069,0.00180462795428718,0.037196523610414,-0.0427732958680735
"63","LM_MAE","g3",1,1,0.1,0.0477903591443949,0.00476138397378168,0.0646329037140694,-0.0375744077486559,0.0290891496876989,0.00181705744781906,0.037357942511987,-0.054793043527688
"64","LM_MAE","g3",1,1,1,0.0546147630848267,0.00563746334781066,0.0722277460640131,-0.435034499820034,0.035097498924387,0.00236643126827024,0.0451625663531949,-0.662023561757159
"65","LM_MAE","g3",2,0,0,0.0581377550871551,0.00564698019583354,0.0751048032209228,-0.0370783011637412,0.0581113361392855,0.00564638769379329,0.074833548860116,-0.11324205170083
"66","LM_MAE","g3",2,1,0.01,0.0418418425417797,0.00380682419429817,0.0567294103684151,-0.0167123755684891,0.0394008085291113,0.0030922240560181,0.050492151334827,-0.0471872343592635
"67","LM_MAE","g3",2,1,0.1,0.0420690132502079,0.00382825019639126,0.0569288808691439,-0.032512635244542,0.0394458113147695,0.00309065653053234,0.0505000409397376,-0.0542324965232082
"68","LM_MAE","g3",2,1,1,0.0485998335487874,0.004576777290762,0.0646485366213956,-0.552562487112347,0.0468737861343592,0.00391060076773508,0.0596100374968024,-0.676706326441919
"69","LM_MAE","g3",3,0,0,0.0576360547751392,0.00556345468065664,0.0745622932046444,-0.0391344733452628,0.0568328648975502,0.00543078723586827,0.0736413575443097,-0.0673727064446382
"70","LM_MAE","g3",3,1,0.01,0.0403072779215983,0.00358081507912261,0.0547366235179593,0.0274448795697086,0.0436852735023969,0.00349309938453582,0.0565172127667578,-0.0155252491096526
"71","LM_MAE","g3",3,1,0.1,0.0405120976004337,0.00359984413504231,0.0548950516247142,0.0171541794361352,0.0439333842224084,0.00352166404442327,0.0568455851674637,-0.033998284919981
"72","LM_MAE","g3",3,1,1,0.044072206736809,0.00397896333120026,0.058916539218183,-0.196369558804136,0.0486335136977669,0.00412750539304831,0.0623185167109184,-0.294841175232443
"73","ELN_MSE","g1",1,0,0,0.0556265506117802,0.00523633627594848,0.0723224693182987,0.0534762390183667,0.0545817958874533,0.00496229899139823,0.0703446040623147,0.0562371078332625
"74","ELN_MSE","g1",1,1,0.01,0.0451083728939048,0.00450139586388574,0.0621567306838585,0.0744704828328801,0.0255897771152554,0.00160237497221297,0.0333580736745038,0.221870537843992
"75","ELN_MSE","g1",1,1,0.1,0.0451077185606852,0.00450128473684631,0.0621596604738023,0.0726546850991217,0.0255659027112234,0.0016018482597778,0.0333448577252602,0.230894410491839
"76","ELN_MSE","g1",1,1,1,0.0451016514940386,0.00450031798379115,0.0621577228126227,0.0652778553845248,0.0256169316763812,0.00160622888176835,0.0334175321410718,0.261957675341362
"77","ELN_MSE","g1",2,0,0,0.0555322650234468,0.00519964496816556,0.0720600234629536,0.0579190229827887,0.054211209165739,0.00492746752394875,0.070029279827828,0.0201072373564205
"78","ELN_MSE","g1",2,1,0.01,0.0395749451286546,0.00361034220317606,0.0543621301321932,0.123936375490831,0.0364797532375612,0.00281146962046636,0.0469797308638207,0.130697683167151
"79","ELN_MSE","g1",2,1,0.1,0.039570564386381,0.00360971061500003,0.0543546602770747,0.123921688939293,0.0364668034405563,0.00280937788193331,0.0469526887198703,0.131934408741855
"80","ELN_MSE","g1",2,1,1,0.0395656241468144,0.00360971238412391,0.0543590650036721,0.12548664385368,0.0365333692265206,0.00281197897420442,0.0469913887189178,0.162834657270972
"81","ELN_MSE","g1",3,0,0,0.0551305805372122,0.00512029114685831,0.0715079126346948,0.0578170843179581,0.0544352835240293,0.00498446141885169,0.0705718054481045,0.0200334750659086
"82","ELN_MSE","g1",3,1,0.01,0.0383785135873678,0.00341528910661569,0.052847260095953,0.128383131236727,0.0416939208118748,0.00328518602817568,0.0544178698916342,0.0684371973611358
"83","ELN_MSE","g1",3,1,0.1,0.038371369233924,0.00341470256573785,0.052838951106365,0.129022225438496,0.0416561443726587,0.00328171068029427,0.0543829139751908,0.0698838426794774
"84","ELN_MSE","g1",3,1,1,0.0383767577320653,0.0034157337302179,0.0528535855150922,0.140442760141075,0.0416921819525297,0.00328462470967082,0.0544208235830925,0.0767600797183643
"85","ELN_MSE","g2",1,0,0,0.0559342068940714,0.00526838742343347,0.0725609270149555,0.0158109179518373,0.0533406182938791,0.00479627040033035,0.0691350318607337,0.00644526636700522
"86","ELN_MSE","g2",1,1,0.01,0.0462492865540071,0.00460146669665502,0.0630943595662766,0.0265224046866711,0.0274724828811589,0.00170257569665443,0.0354829120429476,0.071990425067272
"87","ELN_MSE","g2",1,1,0.1,0.0462096540656992,0.00459281788674655,0.0630404303621621,0.027460174114786,0.0275402032341405,0.00170862170296504,0.0355512464310275,0.0693085262245249
"88","ELN_MSE","g2",1,1,1,0.0462052348378158,0.00458693869602789,0.0629970346123112,0.0253961588275894,0.0278085188697751,0.00172742009008904,0.0358365681447924,0.0659753994591425
"89","ELN_MSE","g2",2,0,0,0.0557063629093553,0.00523412058396761,0.072302401258307,0.0152631878848484,0.0544793692516082,0.00497654353396099,0.0703841661298644,-0.0132727086136845
"90","ELN_MSE","g2",2,1,0.01,0.0409518684090195,0.00371550152007445,0.0556084148154749,0.0440802154735461,0.0381835548424631,0.00295211247117498,0.0488363827803209,0.0280808619454744
"91","ELN_MSE","g2",2,1,0.1,0.0409338195680679,0.0037073568752814,0.055543087264245,0.044681328637554,0.038097427433787,0.00294107161498037,0.0486954080009864,0.0300564654313324
"92","ELN_MSE","g2",2,1,1,0.0409725452213128,0.00370562044139637,0.055566394593446,0.0423649169061146,0.0380527762803246,0.00294510923159266,0.0487483399139339,0.0312361368524688
"93","ELN_MSE","g2",3,0,0,0.0552217391180392,0.00514725473210357,0.0716988019270122,0.0133193585351655,0.0550968526968098,0.00506270035430941,0.0710919495902635,-0.0174160367180715
"94","ELN_MSE","g2",3,1,0.01,0.0399058389173603,0.0035305896859634,0.0542531019384223,0.0403331866633607,0.0430125570820682,0.00341474341900243,0.0557122512902388,0.010558587312231
"95","ELN_MSE","g2",3,1,0.1,0.0398739183739279,0.00352234835697284,0.0541707535674038,0.0413473133755072,0.0429113379559697,0.00340844771210848,0.0556340423616956,0.0124104226393509
"96","ELN_MSE","g2",3,1,1,0.039908651514207,0.00352017893286548,0.0541944705719789,0.0417239039907236,0.0429669277480646,0.00342157473313925,0.0557516061746214,0.0163057219468215
"97","ELN_MSE","g3",1,0,0,0.0560594356864179,0.00531510069730667,0.0728611374761107,0.0231999268928312,0.0549418444189989,0.00503139185507118,0.070826019778162,0.0456457619066272
"98","ELN_MSE","g3",1,1,0.01,0.0457779210386932,0.00456283864907079,0.0627367036817004,0.0453383921260812,0.0265075401619127,0.00164751430929209,0.0343906480065214,0.157776328000447
"99","ELN_MSE","g3",1,1,0.1,0.045790065629141,0.00456033182134608,0.0627194566582784,0.0428773459872999,0.0264331658265763,0.001645515678827,0.0343306932018536,0.161009004560294
"100","ELN_MSE","g3",1,1,1,0.0457620830313184,0.00454975316490312,0.0626471532875298,0.0391475430895589,0.0266350640698186,0.00166282907979258,0.0345617605234726,0.193415982832078
"101","ELN_MSE","g3",2,0,0,0.055981082970329,0.00528577400504435,0.0726517462637686,0.0304444006180007,0.0547474911458373,0.00499772931688584,0.0705285916765004,0.0139338934433582
"102","ELN_MSE","g3",2,1,0.01,0.0403208502983334,0.00366855148717284,0.0550685914485833,0.0784651070895232,0.0373422877508903,0.00288883643797736,0.0480235628703285,0.088596347019342
"103","ELN_MSE","g3",2,1,0.1,0.0403098868229328,0.00366394825497373,0.0550310108166239,0.0760800255565391,0.0372988215181792,0.00287784571207746,0.0478984888726869,0.0897256083332819
"104","ELN_MSE","g3",2,1,1,0.0403342901548999,0.00365989876134882,0.0550303320463958,0.0809391706766662,0.0374115776371858,0.00288245586781023,0.0479575127938648,0.114533265635907
"105","ELN_MSE","g3",3,0,0,0.0556002832785838,0.00520341881664512,0.0720818526564799,0.0304630203200853,0.0542745312560406,0.0049812744292245,0.0705531437010477,0.0200216866543725
"106","ELN_MSE","g3",3,1,0.01,0.0391614411651343,0.00347506921778159,0.0536035516005559,0.0826019304592523,0.0422104113319254,0.0033316156994887,0.0549160730691963,0.0510520480878262
"107","ELN_MSE","g3",3,1,0.1,0.0391566039559534,0.00347066219076811,0.0535585654800517,0.0809343450563103,0.042145001463041,0.00332688625218877,0.0548825029809627,0.0499884571753309
"108","ELN_MSE","g3",3,1,1,0.039190600836075,0.00346907139100497,0.053572696511842,0.0930844870745013,0.042284352053352,0.0033447931194225,0.0550447534940082,0.0516771857606195
"109","ELN_MAE","g1",1,0,0,0.0555598689450508,0.00522641576812686,0.0722557492175817,0.0552518008059348,0.0544127950508302,0.00493769514057898,0.0701692111186742,0.0609680724858136
"110","ELN_MAE","g1",1,1,0.01,0.0450968964798441,0.00450100955214269,0.0621516697796539,0.0746898773869629,0.0255818738457934,0.00160112312526934,0.0333455301486368,0.222442142448655
"111","ELN_MAE","g1",1,1,0.1,0.0450926895395317,0.00450024503978935,0.0621489764731619,0.0730874495498393,0.0255517656368542,0.00160105484102911,0.0333308682496582,0.231740131761187
"112","ELN_MAE","g1",1,1,1,0.0450907116272812,0.00449923015227203,0.062146357690538,0.0657237113537875,0.0256134995011755,0.00160570188320542,0.0334046677982685,0.262618626909801
"113","ELN_MAE","g1",2,0,0,0.0554395603812546,0.00518478893907875,0.0719601484938691,0.0604591462233722,0.0541688639295199,0.0049202769887805,0.0699723434267224,0.0217040741319761
"114","ELN_MAE","g1",2,1,0.01,0.0395637094097418,0.00360947580584535,0.0543551454486003,0.124202926096627,0.0364679434291932,0.00281019348269021,0.0469645399279292,0.131483027068827
"115","ELN_MAE","g1",2,1,0.1,0.0395545701066642,0.00360854701063119,0.0543455952620358,0.124228160688766,0.0364565524594788,0.00280825775317793,0.0469444962750438,0.132212483178225
"116","ELN_MAE","g1",2,1,1,0.0395539780678371,0.00360825904681244,0.0543466142877913,0.125865915733259,0.0365075668379646,0.00281118020230125,0.0469809051998232,0.163087011116103
"117","ELN_MAE","g1",3,0,0,0.055036736473295,0.00510504385010663,0.0714015059470709,0.0606021899790645,0.0543663088277965,0.0049765458273271,0.0705125501828845,0.0217522727026748
"118","ELN_MAE","g1",3,1,0.01,0.0383634554788113,0.0034140007945008,0.0528366650590343,0.128790792797473,0.0416860424424707,0.00328432321056053,0.0544055780516907,0.0690211964791004
"119","ELN_MAE","g1",3,1,0.1,0.0383558000735177,0.0034136840738016,0.0528315312260927,0.129264423534224,0.0416661526601435,0.0032816994907974,0.054382917431677,0.0699290320401854
"120","ELN_MAE","g1",3,1,1,0.0383642912298892,0.00341403553368433,0.0528412100782962,0.140729620854996,0.0416757532769963,0.00328321342152382,0.0544017129373105,0.0776080081097192
"121","ELN_MAE","g2",1,0,0,0.0559250061029681,0.00527030468414884,0.0725740800518297,0.0154575553750465,0.0533355751428305,0.00479526134054594,0.0691260370715165,0.00673240120312026
"122","ELN_MAE","g2",1,1,0.01,0.0462290338816592,0.00460099896783947,0.0630825192799047,0.0272220050688502,0.0274110083516805,0.00169980421029354,0.0354236550027315,0.076595071998103
"123","ELN_MAE","g2",1,1,0.1,0.0461985419523818,0.00459382762373419,0.063040608971579,0.0277111930421083,0.0274704931146339,0.00170498641472984,0.0354734469021987,0.0752011205528325
"124","ELN_MAE","g2",1,1,1,0.04617841773295,0.00458825407902555,0.0629963175942956,0.0256765885234619,0.0277743012469117,0.00172451518621812,0.0357903761771657,0.068491818618644
"125","ELN_MAE","g2",2,0,0,0.0557343522659562,0.00523898221864108,0.0723387591690112,0.0141905386204902,0.0543903910879766,0.00496633676692196,0.0703146051176731,-0.0113502312205809
"126","ELN_MAE","g2",2,1,0.01,0.0409138775713824,0.00371426789999006,0.0555868054237343,0.0454502712868428,0.0381758343821947,0.00295215048189606,0.0488195376439382,0.0298660771945257
"127","ELN_MAE","g2",2,1,0.1,0.0408953074331547,0.00370689131682772,0.0555264176211713,0.045922541285409,0.0381251006114636,0.00294721721489696,0.0487321273968494,0.0297119160230769
"128","ELN_MAE","g2",2,1,1,0.0409519775622629,0.0037083650026733,0.055577795284316,0.0424577925713097,0.0380998533764374,0.00295337953048875,0.0488318672412593,0.0276457388175029
"129","ELN_MAE","g2",3,0,0,0.0552222360786484,0.00514903422839326,0.0717117859875045,0.012940476089339,0.0550793739831008,0.00505963047738581,0.0710713489469877,-0.0168857068417176
"130","ELN_MAE","g2",3,1,0.01,0.0398779161918908,0.00352978290761032,0.0542394880535048,0.0411829537201607,0.0429981517742063,0.00341250883044065,0.0556954419668683,0.0110471357881823
"131","ELN_MAE","g2",3,1,0.1,0.0398502844270542,0.00352269765627924,0.0541650702281279,0.0419954462016256,0.0429233720748035,0.00341098216730279,0.0556544793289293,0.011711076788085
"132","ELN_MAE","g2",3,1,1,0.0398882344340141,0.00352208826540488,0.0542011231392533,0.0419995542738234,0.0430399589035393,0.0034305567997914,0.0558283985979032,0.0136126430464276
"133","ELN_MAE","g3",1,0,0,0.0559982120824103,0.00530696772149704,0.0728053786267006,0.024696003672149,0.0550056459688867,0.00504414545159307,0.0709114936073725,0.0434125685078041
"134","ELN_MAE","g3",1,1,0.01,0.0457705352188523,0.00456258526973051,0.0627321882370047,0.0455540301728044,0.0264824921458703,0.0016459740147495,0.0343649862177484,0.1594336590593
"135","ELN_MAE","g3",1,1,0.1,0.0457849624863006,0.00456030349598787,0.0627134946096672,0.0432500200177448,0.026418396341158,0.00164508721156252,0.0343114144311069,0.162614580222441
"136","ELN_MAE","g3",1,1,1,0.045778765212884,0.00455153008981421,0.0626634350922498,0.0384684342763293,0.0266924935469767,0.00166783379528278,0.0346401561768198,0.188829690990719
"137","ELN_MAE","g3",2,0,0,0.0559169927314006,0.00527641647389055,0.0725878193704252,0.0321300393716461,0.0547457182586341,0.00499868863933286,0.0705281232375748,0.0139541109427858
"138","ELN_MAE","g3",2,1,0.01,0.0403073840652605,0.00366739726413182,0.0550559093412951,0.079145452713361,0.0373312958030296,0.00288743706352664,0.0480026745921234,0.0898729130441919
"139","ELN_MAE","g3",2,1,0.1,0.0402971929576094,0.00366357842648198,0.0550250525971862,0.0764838695032412,0.0372896765972425,0.00287736871802557,0.047894257791273,0.0900584655912355
"140","ELN_MAE","g3",2,1,1,0.040342931854466,0.00366019587165648,0.0550411827321797,0.0799695403181144,0.0374422237931665,0.00288251702358138,0.0479885483210507,0.11202138579757
"141","ELN_MAE","g3",3,0,0,0.0555415795918293,0.00519683503893057,0.0720359259028363,0.0316990412613546,0.0543909094175558,0.00500345141404109,0.0707092751912636,0.0158129473845544
"142","ELN_MAE","g3",3,1,0.01,0.0391445997869045,0.00347381359931214,0.0535894674782386,0.0833373861256426,0.04218968084859,0.00332968173458148,0.0548937339568739,0.0520206397620345
"143","ELN_MAE","g3",3,1,0.1,0.0391410308882624,0.00346983710161208,0.053550773802634,0.0813285731008265,0.0421473183273125,0.00332752301712903,0.054884268724082,0.0500828681131648
"144","ELN_MAE","g3",3,1,1,0.0391892429391142,0.00346816110396653,0.0535724366962426,0.0926534657961245,0.042260760568441,0.00334259071400628,0.0550128918310491,0.0532164181265441
"145","RF_MSE","g1",1,0,0,0.0563378048115909,0.00535887695283766,0.073177013836829,0.0307006158595991,0.0557147490604436,0.00515468089151306,0.0717259985413198,0.0176165859477339
"146","RF_MSE","g1",1,1,0.01,0.0463081401346995,0.00460518407892098,0.06318990808655,0.0322928088990162,0.0268789410080985,0.00167801329076917,0.0348720446038608,0.117969396441202
"147","RF_MSE","g1",1,1,0.1,0.0463088828420942,0.00460742268226206,0.0631704484907444,0.0325534792263365,0.0270353521375023,0.00169682567036996,0.0350847768473379,0.114620082901485
"148","RF_MSE","g1",1,1,1,0.0465888579066293,0.00462212672123078,0.0633868608920545,0.0140940879636924,0.0277077934046876,0.00173627674842942,0.0358594984103681,0.103208311428441
"149","RF_MSE","g1",2,0,0,0.0562569790649892,0.00533228644749307,0.0729861586418314,0.033262972379262,0.0555339601811206,0.00511447258239974,0.0712674987451381,-0.0124691632291055
"150","RF_MSE","g1",2,1,0.01,0.040801163941176,0.00370957008865995,0.0555318988635262,0.0646817825140172,0.0375694947598633,0.00290935399931985,0.0482785875626498,0.0595121348516894
"151","RF_MSE","g1",2,1,0.1,0.0408313665038397,0.00371565885638702,0.0555845782592359,0.0615066154272696,0.0375810421051605,0.00290874511823457,0.0482468195001667,0.0623771569302843
"152","RF_MSE","g1",2,1,1,0.0412286952366425,0.00375536697429816,0.0560051380808391,0.0428553102169485,0.0381947613457277,0.00295459873448658,0.0488342131103249,0.0706885956346274
"153","RF_MSE","g1",3,0,0,0.0560518822641066,0.00527364146144325,0.0725747161194093,0.0295454039023232,0.0553331179374998,0.00512479496925546,0.0715342567597354,-0.00648010787658364
"154","RF_MSE","g1",3,1,0.01,0.0395308362180087,0.00351388205077452,0.0539706245151322,0.0730507607499517,0.0426656061800947,0.00340775745203095,0.0555579129869752,0.0246951231085659
"155","RF_MSE","g1",3,1,0.1,0.0396152159077257,0.00351774698489013,0.0540225844272519,0.0705999069145271,0.0427203548264462,0.00341848315390513,0.0556242745071818,0.0230010152835345
"156","RF_MSE","g1",3,1,1,0.0399398871765978,0.00354230937072207,0.054348781224189,0.066602701695358,0.0428008579847281,0.00340797903593117,0.0556443531827532,0.027800428353226
"157","RF_MSE","g2",1,0,0,0.0560171664334785,0.00529415182856744,0.0727358818356445,0.0110326075657481,0.0542293598216292,0.00493499835124068,0.0701432757083534,-0.024141930208598
"158","RF_MSE","g2",1,1,0.01,0.0461309420588239,0.0045904434221511,0.0629765078363827,0.0321616931494125,0.0268880695378986,0.00166862145678245,0.0348412448050159,0.120209466135253
"159","RF_MSE","g2",1,1,0.1,0.0461511804983789,0.00459226085178407,0.0629950528877673,0.0309856488981005,0.0270521457259384,0.00167700819043129,0.0349772033329494,0.113657955437906
"160","RF_MSE","g2",1,1,1,0.0461101116553238,0.00458449352697754,0.0629239399304798,0.0300378365658701,0.0271751095950106,0.00170037534546633,0.0352071375297502,0.117423784358545
"161","RF_MSE","g2",2,0,0,0.0560630485565193,0.00529884636558132,0.0727515991249183,0.0028815322523239,0.0550417947987882,0.00504175742718869,0.0708647786975477,-0.0280061046187213
"162","RF_MSE","g2",2,1,0.01,0.040680061463532,0.00370942529738628,0.0554415715854566,0.0557182971286711,0.0376393819182224,0.00291890250430105,0.0483443194637837,0.0600231117001832
