"","model","dgp_spec","SV","cross_corr","validation_MAE","validation_MSE","validation_RMSE","validation_RSquare","test_MAE","test_MSE","test_RMSE","test_RSquare","validation_MAE_ave","validation_MSE_ave","validation_RMSE_ave","validation_RSquare_ave","test_MAE_ave","test_MSE_ave","test_RMSE_ave","test_RSquare_ave"
"81","NN2_MSE","g3",1,1,0.0433931603089938,0.00403006193120895,0.0586048158210971,-0.007803009596056,0.0375156623525948,0.00280865978411391,0.0482001123214,-0.0169336015625463,0.0433684738022498,0.00403144575509103,0.0585591403359759,-0.00309561689220855,0.0373184001235877,0.00279141088708297,0.0479617764180359,-0.0122594388941634
"82","NN2_MAE","g1",1,0.01,0.0421923828188367,0.00394452735566873,0.0575403478349097,0.0591257703546709,0.0358939023059287,0.00267176744689365,0.0463768467600356,0.0577427144340015,0.0426175118714762,0.0039776736047245,0.0579303638047146,0.0306356393153497,0.0363542056608356,0.00270473649306238,0.0468723173922803,0.0289633333722676
"83","NN2_MAE","g1",1,0.1,0.0422321011474824,0.00394656947824879,0.0575620714722543,0.0574346574540522,0.0358897825980158,0.00266810032924849,0.0463632029492717,0.0603096038559503,0.0426394771984984,0.00397746403416356,0.0579262167606861,0.029014759825534,0.0363655293753664,0.00270479509493356,0.0468845120037258,0.0267963211776341
"84","NN2_MAE","g1",1,1,0.0436163535538313,0.00409208106573217,0.0590519187802264,-0.0101193667064095,0.0374795261862628,0.00281417158252614,0.0481610993682569,-0.00952895837742493,0.0436474724580933,0.00408242135375501,0.0590048112151684,-0.0204778240925825,0.037555064113105,0.00281355492583571,0.0482420506036707,-0.0283459060050688
"85","NN2_MAE","g2",1,0.01,0.0430072640520645,0.00400236871648103,0.0582392805476117,0.00639480986144468,0.0368335179268425,0.00273963878336353,0.0473748632402865,-0.00715791509853634,0.0426175118714762,0.0039776736047245,0.0579303638047146,0.0306356393153497,0.0363542056608356,0.00270473649306238,0.0468723173922803,0.0289633333722676
"86","NN2_MAE","g2",1,0.1,0.0430468517168608,0.00400526722379178,0.0582682842979225,0.00345780285184299,0.0369366993442065,0.00275025468379197,0.0475003422541174,-0.0170773633317432,0.0426394771984984,0.00397746403416356,0.0579262167606861,0.029014759825534,0.0363655293753664,0.00270479509493356,0.0468845120037258,0.0267963211776341
"87","NN2_MAE","g2",1,1,0.0437351928845624,0.00408191024347256,0.0590479112376119,-0.034384490904101,0.0377146077625157,0.00282264442122933,0.0484275620272287,-0.0653904422313973,0.0436474724580933,0.00408242135375501,0.0590048112151684,-0.0204778240925825,0.037555064113105,0.00281355492583571,0.0482420506036707,-0.0283459060050688
"88","NN2_MAE","g3",1,0.01,0.0426528887435274,0.00398612474202373,0.0580114630316224,0.0263863377299337,0.0363351967497356,0.00270280324892995,0.0468652421765188,0.0363052007813378,0.0426175118714762,0.0039776736047245,0.0579303638047146,0.0306356393153497,0.0363542056608356,0.00270473649306238,0.0468723173922803,0.0289633333722676
"89","NN2_MAE","g3",1,0.1,0.0426394787311519,0.00398055540045012,0.0579482945118817,0.0261518191707068,0.0362701061838769,0.0026960302717602,0.0467899908077883,0.0371567230086951,0.0426394771984984,0.00397746403416356,0.0579262167606861,0.029014759825534,0.0363655293753664,0.00270479509493356,0.0468845120037258,0.0267963211776341
"90","NN2_MAE","g3",1,1,0.0435908709358863,0.0040732727520603,0.058914603627667,-0.016929614667237,0.0374710583905365,0.00280384877375166,0.0481374904155264,-0.0101183174063841,0.0436474724580933,0.00408242135375501,0.0590048112151684,-0.0204778240925825,0.037555064113105,0.00281355492583571,0.0482420506036707,-0.0283459060050688
"91","NN3_MSE","g1",1,0.01,0.0434642741730258,0.00405659789932947,0.0587084566400572,0.000551206868043878,0.0367827074598878,0.00275683009950402,0.0474417891843157,-0.00676162043479374,0.0434300940046658,0.00404508813459619,0.0586527415313519,-0.00742417170962788,0.0368861181558862,0.00275304423879353,0.0474983822795686,-0.011454940558987
"92","NN3_MSE","g1",1,0.1,0.0433306532754171,0.00404138920406605,0.0585532738767767,0.00766058838809552,0.0369383603549198,0.00276127828669732,0.0475720111105132,-0.015399395098814,0.0432883263626328,0.00403301351882088,0.058494153547682,0.000118329796922893,0.0368881190925415,0.00275231006819938,0.0474900290729691,-0.0116372191976171
"93","NN3_MSE","g1",1,1,0.0434959695986829,0.00404849173015906,0.0587318458426139,-0.00134110848665895,0.0374242332126363,0.0028080579046715,0.0481429960573163,-0.012963812649844,0.0433803395346547,0.00403190065228531,0.058591149482104,-0.00602535543810433,0.0372606871970785,0.00278716304457326,0.0479151774544797,-0.00988820183407651
"94","NN3_MSE","g2",1,0.01,0.0433461138770183,0.00403317521036874,0.0585305994348129,-0.00862999097507608,0.0368396689300578,0.00273793128145501,0.0473670211789665,-0.0075248995352817,0.0434300940046658,0.00404508813459619,0.0586527415313519,-0.00742417170962788,0.0368861181558862,0.00275304423879353,0.0474983822795686,-0.011454940558987
"95","NN3_MSE","g2",1,0.1,0.0432935300214804,0.00402672654300158,0.0584430505909822,-0.00455246860908201,0.0368517060063899,0.00273839323718199,0.0474072942538378,-0.0151059503945647,0.0432883263626328,0.00403301351882088,0.058494153547682,0.000118329796922893,0.0368881190925415,0.00275231006819938,0.0474900290729691,-0.0116372191976171
"96","NN3_MSE","g2",1,1,0.0432266934038049,0.0040153880895563,0.0583876299329659,-0.0043518560435292,0.0369375863088439,0.00275431441445964,0.0475070188328207,-0.0063528879884934,0.0433803395346547,0.00403190065228531,0.058591149482104,-0.00602535543810433,0.0372606871970785,0.00278716304457326,0.0479151774544797,-0.00988820183407651
"97","NN3_MSE","g3",1,0.01,0.0434798939639532,0.00404549129409034,0.0587191685191856,-0.0141937310218514,0.037035978077713,0.00276437133542157,0.0476863364754236,-0.0200783017068856,0.0434300940046658,0.00404508813459619,0.0586527415313519,-0.00742417170962788,0.0368861181558862,0.00275304423879353,0.0474983822795686,-0.011454940558987
"98","NN3_MSE","g3",1,0.1,0.043240795791001,0.00403092480939501,0.0584861361752871,-0.00275313038824483,0.036874290916315,0.00275725868071882,0.0474907818545564,-0.00440631209947258,0.0432883263626328,0.00403301351882088,0.058494153547682,0.000118329796922893,0.0368881190925415,0.00275231006819938,0.0474900290729691,-0.0116372191976171
"99","NN3_MSE","g3",1,1,0.0434183556014765,0.00403182213714057,0.0586539726707321,-0.0123831017841249,0.0374202420697554,0.00279911681458866,0.0480955174733021,-0.0103479048638921,0.0433803395346547,0.00403190065228531,0.058591149482104,-0.00602535543810433,0.0372606871970785,0.00278716304457326,0.0479151774544797,-0.00988820183407651
"100","NN3_MAE","g1",1,0.01,0.0421549041622458,0.00394177308703225,0.0575011970095158,0.0610223651941758,0.0358164471661234,0.00266965053849546,0.0462869121062747,0.0654320899494268,0.0426783635876605,0.00398427543364474,0.0579898551206038,0.0279298815113149,0.03640736462848,0.0027122633544995,0.0469332137276264,0.0263273706594729
"101","NN3_MAE","g1",1,0.1,0.0422141193768511,0.0039429792045936,0.0575549923466589,0.0560354644775849,0.0358934951042297,0.00267707637201591,0.0463902626384439,0.0620016825911991,0.0426897986043886,0.00397858510517088,0.0579569521320803,0.0262868369584884,0.0363174969446346,0.00270361315074986,0.0468394963898986,0.0302544783229242
"102","NN3_MAE","g1",1,1,0.0433058663230612,0.00405950508101924,0.0587059253721322,0.00657669220559814,0.0370086755246694,0.00277435493220006,0.0476375944416653,0.0213288286461654,0.0434279754573098,0.00405736294479792,0.0587531492287021,-0.0087913067334956,0.0372307898264814,0.0027830491222477,0.0478591031915151,-0.00554051108388142
"103","NN3_MAE","g2",1,0.01,0.0430852623416573,0.00401391697935582,0.0583373284249212,0.00234718088190457,0.0369344935174795,0.00274908551426536,0.0475080580578279,-0.0163983349069767,0.0426783635876605,0.00398427543364474,0.0579898551206038,0.0279298815113149,0.03640736462848,0.0027122633544995,0.0469332137276264,0.0263273706594729
"104","NN3_MAE","g2",1,0.1,0.0432165376988456,0.00401489073362023,0.0583768858129679,-0.00320452407388747,0.0368589549693102,0.00274060031302562,0.0473928446038707,-0.0118496778536125,0.0426897986043886,0.00397858510517088,0.0579569521320803,0.0262868369584884,0.0363174969446346,0.00270361315074986,0.0468394963898986,0.0302544783229242
"105","NN3_MAE","g2",1,1,0.0434910812894946,0.00405516892222702,0.0587533425787647,-0.0197535418290221,0.0372704511649143,0.00278321921793705,0.0478949668684585,-0.0296437026213577,0.0434279754573098,0.00405736294479792,0.0587531492287021,-0.0087913067334956,0.0372307898264814,0.0027830491222477,0.0478591031915151,-0.00554051108388142
"106","NN3_MAE","g3",1,0.01,0.0427949242590785,0.00399713623454616,0.0581310399273744,0.0204200984578642,0.0364711532018369,0.00271805401073769,0.0470046710187767,0.0299483569359686,0.0426783635876605,0.00398427543364474,0.0579898551206038,0.0279298815113149,0.03640736462848,0.0027122633544995,0.0469332137276264,0.0263273706594729
"107","NN3_MAE","g3",1,0.1,0.0426387387374691,0.0039778853772988,0.0579389782366141,0.0260295704717679,0.036200040760364,0.00269316276720805,0.0467353819273812,0.0406114302311859,0.0426897986043886,0.00397858510517088,0.0579569521320803,0.0262868369584884,0.0363174969446346,0.00270361315074986,0.0468394963898986,0.0302544783229242
"108","NN3_MAE","g3",1,1,0.0434869787593735,0.0040574148311475,0.0588001797352095,-0.0131970705770628,0.0374132427898606,0.00279157321660599,0.0480447482644215,-0.008306659276452,0.0434279754573098,0.00405736294479792,0.0587531492287021,-0.0087913067334956,0.0372307898264814,0.0027830491222477,0.0478591031915151,-0.00554051108388142
"109","NN4_MSE","g1",1,0.01,0.0436174842667083,0.00407259161830581,0.0589066101912675,-0.0114575749591657,0.0368807829809428,0.00275859614723601,0.0475657765497901,-0.0206196548508846,0.0434704965706998,0.00405238108939382,0.0587245909582457,-0.0115448853928944,0.0369539390978669,0.0027586892155064,0.0475890942776084,-0.0182994418162896
"110","NN4_MSE","g1",1,0.1,0.0435056976561815,0.00405506740124646,0.0587445785584993,-0.00645533572343833,0.0368771835498243,0.00276101329772702,0.0475497882392097,-0.0145790813465277,0.0434708875952723,0.00404171756282288,0.058684832051723,-0.016826503014807,0.0369899032746359,0.00275686063588543,0.0476167906723178,-0.0240614273632486
"111","NN4_MSE","g1",1,1,0.0435619438383357,0.00405437636686133,0.0588022701838787,-0.00627613072980707,0.0373820025859475,0.0028051316280855,0.0480684287018435,-0.0064810950129358,0.0433653645406424,0.00402960589429578,0.058563295531951,-0.00448355849589229,0.0372109287967177,0.00278423028373703,0.0478657114447433,-0.00652963964683133
"112","NN4_MSE","g2",1,0.01,0.0433112714208853,0.00403198414954866,0.0585007894841738,-0.00676272947642028,0.0368555240015338,0.00274225258043441,0.0473814183640378,-0.00771524804782201,0.0434704965706998,0.00405238108939382,0.0587245909582457,-0.0115448853928944,0.0369539390978669,0.0027586892155064,0.0475890942776084,-0.0182994418162896
"113","NN4_MSE","g2",1,0.1,0.0436477390977063,0.00404615126431281,0.0588333139593803,-0.0399684641976642,0.0372207067016242,0.0027615373204668,0.0478146337332497,-0.0487112194065094,0.0434708875952723,0.00404171756282288,0.058684832051723,-0.016826503014807,0.0369899032746359,0.00275686063588543,0.0476167906723178,-0.0240614273632486
"114","NN4_MSE","g2",1,1,0.0432088120942724,0.00401268208777185,0.0583563242048029,-0.00221849578829326,0.0368965772309029,0.0027505135423633,0.0474773564559564,-0.0053689097847123,0.0433653645406424,0.00402960589429578,0.058563295531951,-0.00448355849589229,0.0372109287967177,0.00278423028373703,0.0478657114447433,-0.00652963964683133
"115","NN4_MSE","g3",1,0.01,0.0434827340245057,0.00405256750032698,0.0587663731992957,-0.0164143517430972,0.0371255103111243,0.0027752189188488,0.0478200879189971,-0.0265634225501622,0.0434704965706998,0.00405238108939382,0.0587245909582457,-0.0115448853928944,0.0369539390978669,0.0027586892155064,0.0475890942776084,-0.0182994418162896
"116","NN4_MSE","g3",1,0.1,0.0432592260319292,0.00402393402290938,0.0584766036372895,-0.00405570912331848,0.0368718195724592,0.00274803128946248,0.0474859500444941,-0.00889398133670883,0.0434708875952723,0.00404171756282288,0.058684832051723,-0.016826503014807,0.0369899032746359,0.00275686063588543,0.0476167906723178,-0.0240614273632486
"117","NN4_MSE","g3",1,1,0.0433253376893192,0.00402175922825416,0.0585312922071714,-0.00495604896957655,0.0373542065733028,0.00279704568076228,0.0480513491764301,-0.00773891414284589,0.0433653645406424,0.00402960589429578,0.058563295531951,-0.00448355849589229,0.0372109287967177,0.00278423028373703,0.0478657114447433,-0.00652963964683133
"118","NN4_MAE","g1",1,0.01,0.0423366510047362,0.00395954030036589,0.0576529931422724,0.0555448309640245,0.0359348174044938,0.00267819682192935,0.0464095132733178,0.0577195899783947,0.0428788245637305,0.00399882049406938,0.0581441446685852,0.0191449899717702,0.0365133839851268,0.00272148879654718,0.0470534781754309,0.0179498099308789
"119","NN4_MAE","g1",1,0.1,0.0421392457852506,0.00394079131870886,0.057490462017871,0.0607766448279073,0.0358280793779712,0.00266508149191837,0.0462947168078559,0.0650414870224525,0.0426627837449121,0.00397756332062835,0.0579333968977716,0.0280799589435794,0.0363447858333337,0.0027032744934423,0.0468580483319638,0.0278778943162576
"120","NN4_MAE","g1",1,1,0.0433491609171119,0.00405800004595764,0.058712655177517,0.00575182310167119,0.037094836492106,0.00277863258111152,0.0476853212421927,0.0198663106615698,0.04349139016956,0.0040575861703032,0.0587533142729608,-0.00899364069658587,0.0372397312634899,0.0027868313921861,0.0478563207933101,-0.00379933471472277
"121","NN4_MAE","g2",1,0.01,0.0432393058924514,0.00402116084727043,0.0584291531535102,-0.00469833388594039,0.0368974200142225,0.00274871855670759,0.0474467618145359,-0.0109165515950531,0.0428788245637305,0.00399882049406938,0.0581441446685852,0.0191449899717702,0.0365133839851268,0.00272148879654718,0.0470534781754309,0.0179498099308789
"122","NN4_MAE","g2",1,0.1,0.0431937762341334,0.00401437231827589,0.0583573520923522,-0.00136644978339033,0.0369332871322845,0.00274935539902983,0.0475055500350509,-0.0191117225767508,0.0426627837449121,0.00397756332062835,0.0579333968977716,0.0280799589435794,0.0363447858333337,0.0027032744934423,0.0468580483319638,0.0278778943162576
"123","NN4_MAE","g2",1,1,0.0435190341492077,0.00405577551592103,0.058721426206206,-0.0173038189231256,0.0373230358639224,0.0027947244106123,0.0479372643388013,-0.029376723199856,0.04349139016956,0.0040575861703032,0.0587533142729608,-0.00899364069658587,0.0372397312634899,0.0027868313921861,0.0478563207933101,-0.00379933471472277
"124","NN4_MAE","g3",1,0.01,0.0430605167940037,0.00401576033457182,0.0583502877099729,0.00658847283722641,0.036707914536664,0.0027375510110046,0.047304159438439,0.00704639140929514,0.0428788245637305,0.00399882049406938,0.0581441446685852,0.0191449899717702,0.0365133839851268,0.00272148879654718,0.0470534781754309,0.0179498099308789
"125","NN4_MAE","g3",1,0.1,0.0426553292153523,0.00397752632490032,0.0579523765830916,0.0248296817862213,0.0362729909897454,0.0026953865893787,0.0467738781529846,0.0377039185030711,0.0426627837449121,0.00397756332062835,0.0579333968977716,0.0280799589435794,0.0363447858333337,0.0027032744934423,0.0468580483319638,0.0278778943162576
"126","NN4_MAE","g3",1,1,0.0436059754423603,0.00405898294903091,0.0588258614351594,-0.0154289262683031,0.0373013214344412,0.00278713718483447,0.0479463767989364,-0.00188759160588213,0.04349139016956,0.0040575861703032,0.0587533142729608,-0.00899364069658587,0.0372397312634899,0.0027868313921861,0.0478563207933101,-0.00379933471472277
"127","NN5_MSE","g1",1,0.01,0.0441374903319976,0.00410572979878279,0.0594323462602449,-0.0571891191847925,0.0372306271644946,0.00278463735482139,0.0479322287096826,-0.0499700533113843,0.0436417477967272,0.00406531493964643,0.0588885525209399,-0.024473251078016,0.0370918549009942,0.00276802559815684,0.0477320398537145,-0.029622364088382
"128","NN5_MSE","g1",1,0.1,0.0435974258407227,0.0040580113681137,0.0588295132290907,-0.00940974355078092,0.0370263534551269,0.0027669346799437,0.0477285153879419,-0.0321896800879125,0.0434934031693616,0.00404594434693782,0.058697485087717,-0.0127676686493501,0.0370371736550214,0.00276189671209184,0.0476761119447041,-0.0276593699330325
"129","NN5_MSE","g1",1,1,0.0437318994753371,0.00406739049105988,0.0589708760161905,-0.0144183219158564,0.0373642180665603,0.00279492699345991,0.0480365182963207,-0.0104951746067972,0.0435200189029861,0.00404257794154485,0.0587353637201491,-0.0156976162504057,0.0372556731428774,0.00278576485322328,0.0479041973871754,-0.0102816749102515
"130","NN5_MSE","g2",1,0.01,0.0433362893056934,0.00403631457502042,0.0585222448801979,-0.00677469830722908,0.036930934895209,0.0027474221487121,0.0474919422653595,-0.0170016680566158,0.0436417477967272,0.00406531493964643,0.0588885525209399,-0.024473251078016,0.0370918549009942,0.00276802559815684,0.0477320398537145,-0.029622364088382
"131","NN5_MSE","g2",1,0.1,0.0435487080523041,0.00404571550390687,0.0587030436496598,-0.0217538780612654,0.0371758463378614,0.0027622510442006,0.0477370277877442,-0.0394362276527848,0.0434934031693616,0.00404594434693782,0.058697485087717,-0.0127676686493501,0.0370371736550214,0.00276189671209184,0.0476761119447041,-0.0276593699330325
"132","NN5_MSE","g2",1,1,0.043297609350103,0.00402060660012377,0.0584633890807855,-0.0105667058873554,0.0369277364795593,0.00275523220741274,0.0475025747801544,-0.00537617620192941,0.0435200189029861,0.00404257794154485,0.0587353637201491,-0.0156976162504057,0.0372556731428774,0.00278576485322328,0.0479041973871754,-0.0102816749102515
"133","NN5_MSE","g3",1,0.01,0.0434514637524905,0.00405390044513608,0.058711066422377,-0.00945593574202629,0.037114002643279,0.00277201729093701,0.0477719485861014,-0.0218953708971459,0.0436417477967272,0.00406531493964643,0.0588885525209399,-0.024473251078016,0.0370918549009942,0.00276802559815684,0.0477320398537145,-0.029622364088382
"134","NN5_MSE","g3",1,0.1,0.0433340756150579,0.00403410616879289,0.0585598983844006,-0.00713938433600399,0.036909321172076,0.0027565044121312,0.0475627926584263,-0.0113522020584001,0.0434934031693616,0.00404594434693782,0.058697485087717,-0.0127676686493501,0.0370371736550214,0.00276189671209184,0.0476761119447041,-0.0276593699330325
"135","NN5_MSE","g3",1,1,0.0435305478835182,0.00403973673345091,0.0587718260634714,-0.0221078209480054,0.0374750648825126,0.00280713535879719,0.0481734990850511,-0.0149736739220278,0.0435200189029861,0.00404257794154485,0.0587353637201491,-0.0156976162504057,0.0372556731428774,0.00278576485322328,0.0479041973871754,-0.0102816749102515
"136","NN5_MAE","g1",1,0.01,0.0422614531022704,0.00395016556266511,0.0575954426536926,0.0565137962521957,0.0358879991420874,0.00266932968871565,0.0463534293376256,0.0585791595521402,0.0428708289936186,0.00399605452124326,0.0581267728929047,0.0196229931375426,0.0364695112605042,0.00271480314743637,0.0470066654117626,0.0181922051639018
"137","NN5_MAE","g1",1,0.1,0.0424324087420893,0.0039559442239555,0.0577291302779089,0.0451351928554449,0.0360381112004965,0.00268033047750488,0.0465189585223761,0.0509764225901897,0.0428133064077003,0.00398485020478956,0.0580449015291109,0.0206067565407836,0.0364225024518301,0.00270598791501753,0.0469351434943129,0.0214111889420836
"138","NN5_MAE","g1",1,1,0.0435343834760072,0.00407215415182835,0.0588919520167081,-0.0036575222111968,0.0372848591792364,0.00279398072789991,0.0479516923950038,0.0025412350762931,0.0434388538647786,0.0040479867325692,0.0586962375737234,-0.00741056923222194,0.0371718720080767,0.00277813269785204,0.0478030191578405,-0.00253848267396837
"139","NN5_MAE","g2",1,0.01,0.0432631078921757,0.00402306486213321,0.0584342306079258,-0.00402740852022919,0.03683538746041,0.00273797317157267,0.0473557180249131,-0.00864550528011799,0.0428708289936186,0.00399605452124326,0.0581267728929047,0.0196229931375426,0.0364695112605042,0.00271480314743637,0.0470066654117626,0.0181922051639018
"140","NN5_MAE","g2",1,0.1,0.0432034614655195,0.00401474022854473,0.0583543845096095,-0.00157766608775348,0.0367450560505291,0.00272731328910216,0.0472544078812315,-0.00493489725386706,0.0428133064077003,0.00398485020478956,0.0580449015291109,0.0206067565407836,0.0364225024518301,0.00270598791501753,0.0469351434943129,0.0214111889420836
"141","NN5_MAE","g2",1,1,0.0433447876196333,0.00403113809082955,0.0585409356033475,-0.010144247500322,0.037038247009114,0.00276516666437312,0.0476221364037073,-0.0127290132413416,0.0434388538647786,0.0040479867325692,0.0586962375737234,-0.00741056923222194,0.0371718720080767,0.00277813269785204,0.0478030191578405,-0.00253848267396837
"142","NN5_MAE","g3",1,0.01,0.0430879259864097,0.00401493313893146,0.0583506454170956,0.00638259168066144,0.0366851471790151,0.0027371065820208,0.047310848872749,0.00464296121968302,0.0428708289936186,0.00399605452124326,0.0581267728929047,0.0196229931375426,0.0364695112605042,0.00271480314743637,0.0470066654117626,0.0181922051639018
"143","NN5_MAE","g3",1,0.1,0.042804049015492,0.00398386616186844,0.0580511897998141,0.0182627428546595,0.0364843401044647,0.00271031997844556,0.0470320640793311,0.0181920414899282,0.0428133064077003,0.00398485020478956,0.0580449015291109,0.0206067565407836,0.0364225024518301,0.00270598791501753,0.0469351434943129,0.0214111889420836
"144","NN5_MAE","g3",1,1,0.0434373904986954,0.0040406679550497,0.0586558251011146,-0.00842993798514699,0.0371925098358797,0.00277525070128308,0.0478352286748104,0.00257233014314341,0.0434388538647786,0.0040479867325692,0.0586962375737234,-0.00741056923222194,0.0371718720080767,0.00277813269785204,0.0478030191578405,-0.00253848267396837
"145","LSTM_MSE","g1",1,0.01,0.043941434969234,0.00410496753632018,0.0592062647139881,-0.026503386869807,0.0372962647150502,0.00279818892115112,0.0479845910895645,-0.0432885762146545,0.0438540038731468,0.00409058569383767,0.0590990066613419,-0.0299795945189233,0.037371338054029,0.00279751232924865,0.0480774170617549,-0.050189686510525
"146","LSTM_MSE","g1",1,0.1,0.0439430389239756,0.00410214415863218,0.0591810050651753,-0.0254298688968958,0.0372369400304545,0.00279460006571009,0.0478996417487387,-0.0319549792713904,0.0437515685082246,0.0040776063642408,0.0589628296704645,-0.0249539850567619,0.03718985086488,0.00278219098861347,0.0478432043598028,-0.0335344347402493
"147","LSTM_MSE","g1",1,1,0.0440744677203377,0.00409688887988345,0.0593047067996753,-0.0352462753607148,0.0381281598907698,0.00285062042784582,0.0489226522162841,-0.0820265854891208,0.0438133894276346,0.0040725516055946,0.0590085952854303,-0.0283938137762352,0.0377635367087659,0.00282422389806466,0.0485069941761131,-0.0568665240922782
"148","LSTM_MSE","g2",1,0.01,0.0437399862341039,0.00407086070419321,0.0589136392627153,-0.0290703380603822,0.0372268221919397,0.00277635873228549,0.0478906229254705,-0.0447640381445055,0.0438540038731468,0.00409058569383767,0.0590990066613419,-0.0299795945189233,0.037371338054029,0.00279751232924865,0.0480774170617549,-0.050189686510525
"149","LSTM_MSE","g2",1,0.1,0.0436604679532748,0.00406346249064233,0.058845101650593,-0.0278035672761909,0.0371342436353935,0.00276744285968256,0.04775187256586,-0.0382547398666709,0.0437515685082246,0.0040776063642408,0.0589628296704645,-0.0249539850567619,0.03718985086488,0.00278219098861347,0.0478432043598028,-0.0335344347402493
"150","LSTM_MSE","g2",1,1,0.0436209767908711,0.00405886378992809,0.0587769103861886,-0.0230042384347629,0.0373821231901572,0.00279207263229392,0.0480355038648721,-0.0442426087490959,0.0438133894276346,0.0040725516055946,0.0590085952854303,-0.0283938137762352,0.0377635367087659,0.00282422389806466,0.0485069941761131,-0.0568665240922782
"151","LSTM_MSE","g3",1,0.01,0.0438805904161026,0.00409592884099962,0.0591771160073224,-0.0343650586265807,0.0375909272550972,0.00281798933430934,0.0483570371702298,-0.0625164451724148,0.0438540038731468,0.00409058569383767,0.0590990066613419,-0.0299795945189233,0.037371338054029,0.00279751232924865,0.0480774170617549,-0.050189686510525
"152","LSTM_MSE","g3",1,0.1,0.0436511986474234,0.00406721244344788,0.0588623822956252,-0.0216285189971989,0.037198368928792,0.00278453004044775,0.0478780987648098,-0.0303935850826867,0.0437515685082246,0.0040776063642408,0.0589628296704645,-0.0249539850567619,0.03718985086488,0.00278219098861347,0.0478432043598028,-0.0335344347402493
"153","LSTM_MSE","g3",1,1,0.043744723771695,0.00406190214697225,0.0589441686704269,-0.0269309275332281,0.0377803270453708,0.00282997863405424,0.0485628264471832,-0.0443303780386178,0.0438133894276346,0.0040725516055946,0.0590085952854303,-0.0283938137762352,0.0377635367087659,0.00282422389806466,0.0485069941761131,-0.0568665240922782
"154","LSTM_MAE","g1",1,0.01,0.0440241599876371,0.00411492164453262,0.0592780090764331,-0.0285721904190405,0.0374310125211803,0.00280457011998765,0.048111417900347,-0.0564056397254476,0.0438784857658038,0.00409224693782608,0.0591199490162714,-0.0311794975796952,0.0374650648514626,0.00280051893112915,0.0481610596530481,-0.0585640057986778
"155","LSTM_MAE","g1",1,0.1,0.0440247552876394,0.0041043243401038,0.0592446661403122,-0.0294920747680556,0.0374461307620914,0.00280356970171568,0.0481901888080507,-0.0629523199765414,0.0437719881881796,0.00407872924732588,0.0589779341457178,-0.0259109254665894,0.0372682765966003,0.00278817296133942,0.0479526172264521,-0.0429387228334315
"156","LSTM_MAE","g1",1,1,0.0440400633320371,0.00409004699277542,0.0593086648203385,-0.040646271929141,0.0380265659800433,0.00284556658332176,0.0487920023061461,-0.0614833199402439,0.0438064354388262,0.00407085498192849,0.0590129969121536,-0.0298689176397414,0.0377284271065395,0.00282032407651485,0.0484578133296979,-0.0509575841928774
"157","LSTM_MAE","g2",1,0.01,0.0437518625591831,0.00407010439715965,0.0589289702186599,-0.0302183753985049,0.0373372093982015,0.00278013229830104,0.0479777208170393,-0.0518536857197128,0.0438784857658038,0.00409224693782608,0.0591199490162714,-0.0311794975796952,0.0374650648514626,0.00280051893112915,0.0481610596530481,-0.0585640057986778
"158","LSTM_MAE","g2",1,0.1,0.0436151479922083,0.0040604309032811,0.0587911246351159,-0.0239241772775633,0.0371178266629686,0.00276788091153691,0.0477232200211159,-0.0325442201001978,0.0437719881881796,0.00407872924732588,0.0589779341457178,-0.0259109254665894,0.0372682765966003,0.00278817296133942,0.0479526172264521,-0.0429387228334315
"159","LSTM_MAE","g2",1,1,0.043654829843405,0.00405984839058023,0.0588034329811027,-0.0244856013495714,0.03741523120992,0.00279022719659283,0.0480358247537239,-0.0455057347918031,0.0438064354388262,0.00407085498192849,0.0590129969121536,-0.0298689176397414,0.0377284271065395,0.00282032407651485,0.0484578133296979,-0.0509575841928774
"160","LSTM_MAE","g3",1,0.01,0.0438594347505913,0.00409171477178599,0.0591528677537211,-0.0347479269215401,0.0376269726350059,0.00281685437509877,0.0483940402417579,-0.067432691950873,0.0438784857658038,0.00409224693782608,0.0591199490162714,-0.0311794975796952,0.0374650648514626,0.00280051893112915,0.0481610596530481,-0.0585640057986778
"161","LSTM_MAE","g3",1,0.1,0.0436760612846911,0.00407143249859274,0.0588980116617252,-0.0243165243541492,0.037240872364741,0.00279306827076567,0.0479444428501896,-0.0333196284235554,0.0437719881881796,0.00407872924732588,0.0589779341457178,-0.0259109254665894,0.0372682765966003,0.00278817296133942,0.0479526172264521,-0.0429387228334315
"162","LSTM_MAE","g3",1,1,0.0437244131410363,0.00406266956242982,0.0589268929350195,-0.0244748796405119,0.0377434841296554,0.00282517844962997,0.0485456129292236,-0.0458836978465853,0.0438064354388262,0.00407085498192849,0.0590129969121536,-0.0298689176397414,0.0377284271065395,0.00282032407651485,0.0484578133296979,-0.0509575841928774
"163","FFORMA_MSE","g1",1,0.01,0.0448428520268158,0.00420406802731243,0.0601628879185201,-0.0735722176350565,0.0382766702773869,0.00288198341691397,0.049170005685451,-0.132671668897329,0.0460164903883267,0.00432543898313618,0.061359517902718,-0.155592509575794,0.0397340726530117,0.00302737769689364,0.0508656553312206,-0.255402339050635
