"","model","dgp_spec","SV","cross_corr","validation_MAE","validation_MSE","validation_RMSE","validation_RSquare","test_MAE","test_MSE","test_RMSE","test_RSquare","validation_MAE_ave","validation_MSE_ave","validation_RMSE_ave","validation_RSquare_ave","test_MAE_ave","test_MSE_ave","test_RMSE_ave","test_RSquare_ave"
"59","NN1_MSE","g2",1,0.1,0.043207437880988,0.00401734806207223,0.0583657992762253,-0.00154630653728639,0.0367762401314129,0.00273445149079043,0.0473118840903736,-0.00725879199615556,0.0431085115451072,0.00401495740523889,0.0583318172394273,0.00715389661925338,0.0366571027814615,0.0027302453048574,0.0472172718206632,0.00537285042101192
"60","NN1_MSE","g2",1,1,0.0432519462908575,0.00401733975186431,0.058402154807709,-0.00466523897890619,0.0370492092914595,0.0027637723149745,0.0476427755501562,-0.0146972897707591,0.043437843009557,0.00404336037169895,0.0586698786692491,-0.00809461075044902,0.0373510987370178,0.00279395581059287,0.048000982850455,-0.0138727456639573
"61","NN1_MSE","g3",1,0.01,0.043150185008265,0.0040228430599261,0.0584331895576469,0.00307714965056479,0.0366873909055151,0.00273841311509588,0.0472974997495863,0.00933545264820868,0.043116284840586,0.00402022291216292,0.0583683927296515,0.00836871494599273,0.0366355738970703,0.00273071570165494,0.0472094425299822,0.00725414052182159
"62","NN1_MSE","g3",1,0.1,0.0431497450170165,0.00401845321677983,0.0584001322159989,-0.00030841559829479,0.0367326185211631,0.00273720085748347,0.0473252338021957,0.00295500275159997,0.0431085115451072,0.00401495740523889,0.0583318172394273,0.00715389661925338,0.0366571027814615,0.0027302453048574,0.0472172718206632,0.00537285042101192
"63","NN1_MSE","g3",1,1,0.0434507431849356,0.00403938306387151,0.0586996272399385,-0.0136748235053186,0.0374589282547329,0.00279753796391798,0.0481250919464763,-0.0124689303010991,0.043437843009557,0.00404336037169895,0.0586698786692491,-0.00809461075044902,0.0373510987370178,0.00279395581059287,0.048000982850455,-0.0138727456639573
"64","NN1_MAE","g1",1,0.01,0.0422105232566451,0.00394791290325286,0.0575642119205515,0.0588622348050288,0.0359603692093115,0.00267858365538557,0.0464406135880378,0.055813926071261,0.0426148093196991,0.00397918034965541,0.0579344446255976,0.031042022104001,0.0363952193481066,0.00270850646031837,0.0469173894032031,0.0266931020868589
"65","NN1_MAE","g1",1,0.1,0.0423616161358621,0.00395765221255265,0.0577187828230967,0.0471200811178998,0.036082265713438,0.00268660942569275,0.0465653281438569,0.0506975720631039,0.0427149063993696,0.00398410102345258,0.0580130796751844,0.0236162997826913,0.0364714298844922,0.00271304640637441,0.0469916188411876,0.0208131200668914
"66","NN1_MAE","g1",1,1,0.0437254313206469,0.00410689379091824,0.0591382351668533,-0.0123754040239154,0.0378893634550537,0.00283380106016058,0.0485777129624453,-0.0431818226332996,0.0438063024477551,0.00410121224776936,0.0591785146293885,-0.0287816438648683,0.0377246783313207,0.00282362792138853,0.0484179940054677,-0.0416927657916563
"67","NN1_MAE","g2",1,0.01,0.043010847609557,0.00400800043039656,0.0582731617268419,0.00543497182846666,0.0369206330485484,0.00274738536520933,0.047495791800988,-0.0151053422571555,0.0426148093196991,0.00397918034965541,0.0579344446255976,0.031042022104001,0.0363952193481066,0.00270850646031837,0.0469173894032031,0.0266931020868589
"68","NN1_MAE","g2",1,0.1,0.0430703964886866,0.00400805712542382,0.0582930892610981,0.00226229815963732,0.037010039602146,0.00275031944950139,0.0475376938524177,-0.0205616239158256,0.0427149063993696,0.00398410102345258,0.0580130796751844,0.0236162997826913,0.0364714298844922,0.00271304640637441,0.0469916188411876,0.0208131200668914
"69","NN1_MAE","g2",1,1,0.0440352092707236,0.00411021247001441,0.0593982134265953,-0.0558905684405313,0.0379790471448951,0.00284451664064817,0.0487160167309272,-0.0840747439220358,0.0438063024477551,0.00410121224776936,0.0591785146293885,-0.0287816438648683,0.0377246783313207,0.00282362792138853,0.0484179940054677,-0.0416927657916563
"70","NN1_MAE","g3",1,0.01,0.0426230570928951,0.0039816277153168,0.0579659602293995,0.0288288596785075,0.0363046557864598,0.00269955036036021,0.0468157628205835,0.0393707224464713,0.0426148093196991,0.00397918034965541,0.0579344446255976,0.031042022104001,0.0363952193481066,0.00270850646031837,0.0469173894032031,0.0266931020868589
"71","NN1_MAE","g3",1,0.1,0.0427127065735602,0.00398659373238127,0.0580273669413585,0.0214665200705367,0.0363219843378928,0.00270221034392909,0.0468718345272882,0.0323034120533957,0.0427149063993696,0.00398410102345258,0.0580130796751844,0.0236162997826913,0.0364714298844922,0.00271304640637441,0.0469916188411876,0.0208131200668914
"72","NN1_MAE","g3",1,1,0.0436582667518948,0.00408653048237544,0.0589990952947168,-0.0180789591301582,0.0373056243940132,0.00279256606335685,0.0479602523230307,0.00217826918036662,0.0438063024477551,0.00410121224776936,0.0591785146293885,-0.0287816438648683,0.0377246783313207,0.00282362792138853,0.0484179940054677,-0.0416927657916563
"73","NN2_MSE","g1",1,0.01,0.043792962206559,0.00410065328986696,0.0590619817971042,-0.0135936843958237,0.0370186745038099,0.00278500053595709,0.0477264461977531,-0.0217868977722889,0.0436796772630208,0.00407505341272008,0.058939543263994,-0.0213854663169199,0.0371424455374567,0.00277821493704939,0.047790946955501,-0.0274814288857527
"74","NN2_MSE","g1",1,0.1,0.0434569246446368,0.00404908656092544,0.0586971997970289,-0.00421597879329114,0.0369774963015182,0.00276513202555858,0.0476523610637367,-0.0212763274707951,0.0433536981550684,0.00403552657276677,0.0585589604757292,-0.00502417112128443,0.0369920272381015,0.00275712417601225,0.0476233739518747,-0.0231530979693146
"75","NN2_MSE","g1",1,1,0.0434368392035888,0.00404421086758626,0.0586561535446071,0.00342415861710313,0.0375360415779234,0.00281376354192128,0.0481988219610876,-0.0139782936375943,0.0433684738022498,0.00403144575509103,0.0585591403359759,-0.00309561689220855,0.0373184001235877,0.00279141088708297,0.0479617764180359,-0.0122594388941634
"76","NN2_MSE","g2",1,0.01,0.0436803254174216,0.00406482476051544,0.0588858869502829,-0.0276317044465419,0.037319659944992,0.00277516919323988,0.0479045236873113,-0.0433536700491706,0.0436796772630208,0.00407505341272008,0.058939543263994,-0.0213854663169199,0.0371424455374567,0.00277821493704939,0.047790946955501,-0.0274814288857527
"77","NN2_MSE","g2",1,0.1,0.0432897557357591,0.00402429003141108,0.0584345151749417,-0.00495125868852105,0.0370087564468226,0.00274784707956893,0.0475658945709726,-0.0275383917713851,0.0433536981550684,0.00403552657276677,0.0585589604757292,-0.00502417112128443,0.0369920272381015,0.00275712417601225,0.0476233739518747,-0.0231530979693146
"78","NN2_MSE","g2",1,1,0.0432754218941669,0.00402006446647787,0.0584164516422235,-0.00490799969767279,0.036903496440245,0.00275180933521371,0.0474863949716202,-0.00586642148234971,0.0433684738022498,0.00403144575509103,0.0585591403359759,-0.00309561689220855,0.0373184001235877,0.00279141088708297,0.0479617764180359,-0.0122594388941634
"79","NN2_MSE","g3",1,0.01,0.0435657441650818,0.00405968218777784,0.0588707610445948,-0.0229310101083942,0.0370890021635683,0.0027744750819512,0.0477418709814387,-0.0173037188357987,0.0436796772630208,0.00407505341272008,0.058939543263994,-0.0213854663169199,0.0371424455374567,0.00277821493704939,0.047790946955501,-0.0274814288857527
"80","NN2_MSE","g3",1,0.1,0.0433144140848092,0.00403320312596378,0.0585451664552171,-0.00590527588204111,0.0369898289659638,0.00275839342290924,0.047651866220915,-0.0206445746657635,0.0433536981550684,0.00403552657276677,0.0585589604757292,-0.00502417112128443,0.0369920272381015,0.00275712417601225,0.0476233739518747,-0.0231530979693146
