"","x"
"17988",80133
"17989",80134
"17990",80135
"17991",80137
"17992",80138
"17993",80139
"17994",80140
"17995",80141
"17996",80142
"17997",80143
"17998",80145
"17999",80146
"18000",80147
"18001",80148
"18002",80149
"18003",80150
"18004",80151
"18005",80153
"18006",80154
"18007",80155
"18008",80156
"18009",80157
"18010",80158
"18011",80159
"18012",80160
"18013",80161
"18014",80162
"18015",80163
"18016",80164
"18017",80165
"18018",80166
"18019",80167
"18020",80168
"18021",80169
"18022",80170
"18023",80171
"18024",80172
"18025",80173
"18026",80174
"18027",80175
"18028",80176
"18029",80177
"18030",80178
"18031",80180
"18032",80181
"18033",80182
"18034",80183
"18035",80184
"18036",80185
"18037",80186
"18038",80188
"18039",80189
"18040",80495
"18041",79972
"18042",80190
"18043",80192
"18044",80193
"18045",80196
"18046",80197
"18047",80198
"18048",80199
"18049",80200
"18050",80201
"18051",80202
"18052",80203
"18053",80204
"18054",80205
"18055",80206
"18056",80207
"18057",80209
"18058",80211
"18059",80212
"18060",80213
"18061",80214
"18062",80215
"18063",80217
"18064",80220
"18065",80221
"18066",80222
"18067",80223
"18068",80225
"18069",80226
"18070",80227
"18071",80228
"18072",80229
"18073",80230
"18074",80231
"18075",80233
"18076",80234
"18077",80235
"18078",80236
"18079",80237
"18080",80238
"18081",80239
"18082",80240
"18083",80241
"18084",80242
"18085",80243
"18086",80244
"18087",80245
"18088",80246
"18089",80247
"18090",80248
"18091",80249
"18092",80250
"18093",80251
"18094",80252
"18095",80253
"18096",80254
"18097",80255
"18098",80256
"18099",80257
"18100",80258
"18101",80260
"18102",80261
"18103",80262
"18104",80263
"18105",80264
"18106",80265
"18107",80266
"18108",80268
"18109",80269
"18110",80270
"18111",80271
"18112",80272
"18113",80273
"18114",80274
"18115",80276
"18116",80278
"18117",80279
"18118",80280
"18119",80281
"18120",80282
"18121",80284
"18122",80285
"18123",80286
"18124",80287
"18125",80288
"18126",80289
"18127",80290
"18128",80292
"18129",80293
"18130",80294
"18131",80295
"18132",80296
"18133",80297
"18134",80298
"18135",80299
"18136",80300
"18137",80191
"18138",80210
"18139",80301
"18140",80302
"18141",80303
"18142",80305
"18143",80306
"18144",80307
"18145",80308
"18146",80309
"18147",80310
"18148",80311
"18149",80313
"18150",80314
"18151",80315
"18152",80316
"18153",80317
"18154",80318
"18155",80319
"18156",80320
"18157",80321
"18158",80322
"18159",80323
"18160",80324
"18161",80325
"18162",80326
"18163",80327
"18164",80328
"18165",80329
"18166",80330
"18167",80331
"18168",80332
"18169",80333
"18170",80334
"18171",80335
"18172",80336
"18173",80337
"18174",80338
"18175",80340
"18176",80341
"18177",80342
"18178",80343
"18179",80344
"18180",80345
"18181",80346
"18182",80348
"18183",80349
"18184",80350
"18185",80351
"18186",80352
"18187",80353
"18188",80354
"18189",80356
"18190",80357
"18191",80358
"18192",80359
"18193",80360
"18194",80361
"18195",80362
"18196",80364
"18197",80365
"18198",80366
"18199",80367
"18200",80368
"18201",80369
"18202",80370
"18203",80371
"18204",80372
"18205",80373
"18206",80374
"18207",80375
"18208",80376
"18209",80377
"18210",80378
"18211",80379
"18212",80380
"18213",80381
"18214",80382
"18215",80383
"18216",80384
"18217",80385
"18218",80386
"18219",80387
"18220",80388
"18221",80389
"18222",80391
"18223",80392
"18224",80393
"18225",80394
"18226",80395
"18227",80396
"18228",80397
"18229",80399
"18230",80400
"18231",80401
"18232",80404
"18233",80405
"18234",80406
"18235",80407
"18236",80408
"18237",80409
"18238",80410
"18239",80493
"18240",80496
"18241",80705
"18242",82541
"18243",80402
"18244",80412
"18245",80413
"18246",80414
"18247",80415
"18248",80416
"18249",80417
"18250",80418
"18251",80420
"18252",80421
"18253",80422
"18254",80424
"18255",80425
"18256",80426
"18257",80428
"18258",80429
"18259",80430
"18260",80431
"18261",80432
"18262",80433
"18263",80434
"18264",80436
"18265",80437
"18266",80438
"18267",80439
"18268",80440
"18269",80441
"18270",80442
"18271",80443
"18272",80444
"18273",80445
"18274",80446
"18275",80447
"18276",80448
"18277",80449
"18278",80450
"18279",80452
"18280",80453
"18281",80454
"18282",80455
"18283",80456
"18284",80457
"18285",80458
"18286",80459
"18287",80460
"18288",80461
"18289",80462
"18290",80463
"18291",80464
"18292",80465
"18293",80466
"18294",80467
"18295",80468
"18296",80469
"18297",80470
"18298",80471
"18299",80472
"18300",80473
"18301",80474
"18302",80475
"18303",80476
"18304",80477
"18305",80478
"18306",80479
"18307",80480
"18308",80481
"18309",80482
"18310",80483
"18311",80484
"18312",80485
"18313",80487
"18314",80488
"18315",80489
"18316",80490
"18317",80491
"18318",80423
"18319",80497
"18320",80498
"18321",80499
"18322",80500
"18323",80501
"18324",80502
"18325",80503
"18326",80504
"18327",80505
"18328",80506
"18329",80508
"18330",80509
"18331",80510
"18332",80512
"18333",80513
"18334",80514
"18335",80516
"18336",80517
"18337",80518
"18338",80519
"18339",80520
"18340",80522
"18341",80524
"18342",80525
"18343",80526
"18344",80527
"18345",80528
"18346",80529
"18347",80530
"18348",80532
"18349",80534
"18350",80535
"18351",80536
"18352",80537
"18353",80538
"18354",80539
"18355",80540
"18356",80541
"18357",80542
"18358",80543
"18359",80544
"18360",80545
"18361",80546
"18362",80547
"18363",80548
"18364",80549
"18365",80551
"18366",80552
"18367",80553
"18368",80554
"18369",80555
"18370",80556
"18371",80558
"18372",80559
"18373",80560
"18374",80561
"18375",80562
"18376",80563
"18377",80564
"18378",80565
"18379",80567
"18380",80568
"18381",80569
"18382",80570
"18383",80571
"18384",80572
"18385",80575
"18386",80576
"18387",80577
"18388",80578
"18389",80580
"18390",80581
"18391",80583
"18392",80584
"18393",80585
"18394",80587
"18395",80588
"18396",80589
"18397",80590
"18398",80591
"18399",80592
"18400",80593
"18401",80594
"18402",80596
"18403",80597
"18404",80598
"18405",80599
"18406",80600
"18407",80601
"18408",80602
"18409",80605
"18410",80606
"18411",80775
"18412",79480
"18413",80557
"18414",80579
"18415",80604
"18416",80607
"18417",80608
"18418",80609
"18419",80610
"18420",80612
"18421",80614
"18422",80615
"18423",80616
"18424",80617
"18425",80618
"18426",80619
"18427",80620
"18428",80621
"18429",80622
"18430",80623
"18431",80624
"18432",80625
"18433",80626
"18434",80627
"18435",80628
"18436",80629
"18437",80631
"18438",80632
"18439",80633
"18440",80634
"18441",80635
"18442",80636
"18443",80637
"18444",80639
"18445",80640
"18446",80641
"18447",80642
"18448",80643
"18449",80644
"18450",80645
"18451",80647
"18452",80648
"18453",80649
"18454",80650
"18455",80651
"18456",80652
"18457",80653
"18458",80655
"18459",80656
"18460",80657
"18461",80658
"18462",80659
"18463",80660
"18464",80661
"18465",80663
"18466",80664
"18467",80665
"18468",80666
"18469",80667
"18470",80668
"18471",80669
"18472",80670
"18473",80671
"18474",80672
"18475",80673
"18476",80674
"18477",80675
"18478",80676
"18479",80677
"18480",80678
"18481",80679
"18482",80680
"18483",80681
"18484",80682
"18485",80683
"18486",80684
"18487",80685
"18488",80686
"18489",80687
"18490",80688
"18491",80690
"18492",80691
"18493",80692
"18494",80693
"18495",80694
"18496",80695
"18497",80696
"18498",80699
"18499",80700
"18500",80701
"18501",80702
"18502",80703
"18503",80704
"18504",80706
"18505",80708
"18506",80573
"18507",80613
"18508",80698
"18509",80709
"18510",80711
"18511",80712
"18512",80713
"18513",80714
"18514",80715
"18515",80716
"18516",80717
"18517",80719
"18518",80720
"18519",80721
"18520",80722
"18521",80723
"18522",80724
"18523",80725
"18524",80727
"18525",80728
"18526",80729
"18527",80730
"18528",80731
"18529",80732
"18530",80733
"18531",80735
"18532",80736
"18533",80737
"18534",80738
"18535",80739
"18536",80740
"18537",80741
"18538",80743
"18539",80744
"18540",80745
"18541",80746
"18542",80747
"18543",80748
"18544",80749
"18545",80750
"18546",80751
"18547",80752
"18548",80753
"18549",80754
"18550",80755
"18551",80756
"18552",80757
"18553",80758
"18554",80759
"18555",80760
"18556",80761
"18557",80762
"18558",80763
"18559",80764
"18560",80765
"18561",80766
"18562",80767
"18563",80768
"18564",80770
"18565",80771
"18566",80772
"18567",80773
"18568",80774
"18569",80776
"18570",80779
"18571",80780
"18572",80781
"18573",80782
"18574",80784
"18575",80786
"18576",80787
"18577",80788
"18578",80789
"18579",80790
"18580",80791
"18581",80792
"18582",80794
"18583",80795
"18584",80796
"18585",80797
"18586",80798
"18587",80799
"18588",80800
"18589",80801
"18590",80802
"18591",80803
"18592",80804
"18593",80805
"18594",80807
"18595",80808
"18596",80809
"18597",80810
"18598",80811
"18599",80812
"18600",80813
"18601",80815
"18602",80816
"18603",80817
"18604",80818
"18605",80819
"18606",80820
"18607",80821
"18608",80823
"18609",80824
"18610",80825
"18611",80826
"18612",80827
"18613",80828
"18614",80829
"18615",80830
"18616",80831
"18617",80832
"18618",80833
"18619",80834
"18620",80835
"18621",80836
"18622",80837
"18623",80838
"18624",80839
"18625",80840
"18626",80841
"18627",80842
"18628",80843
"18629",80844
"18630",80845
"18631",80846
"18632",80850
"18633",80851
"18634",80852
"18635",80853
"18636",80854
"18637",80855
"18638",80856
"18639",80858
"18640",80778
"18641",80783
"18642",80859
"18643",80861
"18644",80862
"18645",80863
"18646",80864
"18647",80865
"18648",80866
"18649",80867
"18650",80868
"18651",80912
"18652",80913
"18653",80914
"18654",80915
"18655",80916
"18656",80917
"18657",80918
"18658",80919
"18659",80920
"18660",80921
"18661",80922
"18662",80923
"18663",80924
"18664",80925
"18665",80927
"18666",80928
"18667",80930
"18668",80931
"18669",80932
"18670",80933
"18671",80934
"18672",80935
"18673",80936
"18674",80939
"18675",80940
"18676",80941
"18677",80942
"18678",80943
"18679",80944
"18680",80946
"18681",80947
"18682",80948
"18683",80949
"18684",80950
"18685",80951
"18686",80952
"18687",80954
"18688",80955
"18689",80926
"18690",80956
"18691",80957
"18692",80958
"18693",80959
"18694",80960
"18695",80962
"18696",80963
"18697",80964
"18698",80965
"18699",80966
"18700",80967
"18701",80968
"18702",80969
"18703",80970
"18704",80971
"18705",80972
"18706",80973
"18707",80974
"18708",80975
"18709",80976
"18710",80977
"18711",80978
"18712",80979
"18713",80981
"18714",80982
"18715",80983
"18716",80984
"18717",80985
"18718",80987
"18719",80989
"18720",80990
"18721",80991
"18722",80992
"18723",80993
"18724",80994
"18725",80995
"18726",80997
"18727",80999
"18728",81001
"18729",81002
"18730",81003
"18731",81004
"18732",81005
"18733",81006
"18734",81007
"18735",81008
"18736",81009
"18737",81010
"18738",81011
"18739",81012
"18740",81013
"18741",81014
"18742",81015
"18743",81017
"18744",81018
"18745",81019
"18746",81020
"18747",81021
"18748",81022
"18749",81023
"18750",81025
"18751",81030
"18752",81031
"18753",81033
"18754",81034
"18755",81036
"18756",81037
"18757",81038
"18758",81039
"18759",81040
"18760",81041
"18761",81042
"18762",81043
"18763",81044
"18764",81045
"18765",81046
"18766",81047
"18767",81048
"18768",81049
"18769",81284
"18770",87130
"18771",81027
"18772",81028
"18773",81029
"18774",81035
"18775",81050
"18776",81051
"18777",81052
"18778",81054
"18779",81055
"18780",81056
"18781",81057
"18782",81058
"18783",81059
"18784",81060
"18785",81062
"18786",81063
"18787",81064
"18788",81065
"18789",81066
"18790",81067
"18791",81068
"18792",81069
"18793",81070
"18794",81071
"18795",81072
"18796",81073
"18797",81074
"18798",81076
"18799",81077
"18800",81078
"18801",81079
"18802",81081
"18803",81082
"18804",81084
"18805",81085
"18806",81086
"18807",81087
"18808",81088
"18809",81089
"18810",81090
"18811",81092
"18812",81093
"18813",81094
"18814",81095
"18815",81096
"18816",81097
"18817",81098
"18818",81099
"18819",81100
"18820",81101
"18821",81102
"18822",81103
"18823",81105
"18824",81106
"18825",81107
"18826",81108
"18827",81109
"18828",81110
"18829",81111
"18830",81113
"18831",81114
"18832",81115
"18833",81116
"18834",81117
"18835",81118
"18836",81119
"18837",81053
"18838",81061
"18839",81120
"18840",81121
"18841",81122
"18842",81123
"18843",81124
"18844",81125
"18845",81126
"18846",81127
"18847",81128
"18848",81129
"18849",81131
"18850",81132
"18851",81133
"18852",81134
"18853",81135
"18854",81136
"18855",81137
"18856",81138
"18857",81140
"18858",81141
"18859",81142
"18860",81144
"18861",81145
"18862",81146
"18863",81148
"18864",81149
"18865",81150
"18866",81151
"18867",81152
"18868",81153
"18869",81154
"18870",81156
"18871",81157
"18872",81158
"18873",81159
"18874",81160
"18875",81161
"18876",81162
"18877",81164
"18878",81165
"18879",81166
"18880",81167
"18881",81169
"18882",81170
"18883",81172
"18884",81173
"18885",81174
"18886",81175
"18887",81176
"18888",81177
"18889",81178
"18890",81179
"18891",81180
"18892",81181
"18893",81182
"18894",81183
"18895",81184
"18896",81185
"18897",81186
"18898",81187
"18899",81143
"18900",81189
"18901",81191
"18902",81194
"18903",81195
"18904",81196
"18905",81197
"18906",81199
"18907",81200
"18908",81201
"18909",81202
"18910",81203
"18911",81204
"18912",81205
"18913",81206
"18914",81207
"18915",81208
"18916",81209
"18917",81210
"18918",81211
"18919",81212
"18920",81213
"18921",81214
"18922",81215
"18923",81216
"18924",81217
"18925",81218
"18926",81220
"18927",81221
"18928",81222
"18929",81223
"18930",81224
"18931",81225
"18932",81226
"18933",81228
"18934",81229
"18935",81230
"18936",81231
"18937",81232
"18938",81233
"18939",81188
"18940",81192
"18941",81193
"18942",81237
"18943",81238
"18944",81239
"18945",81240
"18946",81241
"18947",81242
"18948",81244
"18949",81245
"18950",81246
"18951",81247
"18952",81248
"18953",81249
"18954",81250
"18955",81252
"18956",81253
"18957",81254
"18958",81255
"18959",81256
"18960",81257
"18961",81258
"18962",81259
"18963",81260
"18964",81261
"18965",81262
"18966",81263
"18967",81264
"18968",81265
"18969",81266
"18970",81267
"18971",81268
"18972",81269
"18973",81270
"18974",81271
"18975",81272
"18976",81273
"18977",81274
"18978",81275
"18979",81276
"18980",81277
"18981",81279
"18982",81280
"18983",81281
"18984",81282
"18985",81283
"18986",81285
"18987",81288
"18988",81289
"18989",81290
"18990",81291
"18991",81292
"18992",81293
"18993",81234
"18994",81278
"18995",81295
"18996",81296
"18997",81297
"18998",81298
"18999",81299
"19000",81300
"19001",81301
"19002",81309
"19003",81310
"19004",81311
"19005",81469
"19006",81470
"19007",81471
"19008",81472
"19009",81473
"19010",81474
"19011",81475
"19012",81476
"19013",81477
"19014",81478
"19015",81480
"19016",81481
"19017",81482
"19018",81483
"19019",81484
"19020",81485
"19021",81486
"19022",81487
"19023",81488
"19024",81490
"19025",81491
"19026",81492
"19027",81493
"19028",81494
"19029",81495
"19030",81496
"19031",81498
"19032",81499
"19033",81500
"19034",81501
"19035",81502
"19036",81503
"19037",81504
"19038",81505
"19039",81506
"19040",81507
"19041",81508
"19042",81509
"19043",81511
"19044",81512
"19045",81514
"19046",81515
"19047",81516
"19048",81517
"19049",81519
"19050",81520
"19051",81594
"19052",81521
"19053",81522
"19054",81523
"19055",81524
"19056",81525
"19057",81527
"19058",81528
"19059",81529
"19060",81530
"19061",81531
"19062",81532
"19063",81533
"19064",81534
"19065",81535
"19066",81536
"19067",81537
"19068",81538
"19069",81539
"19070",81540
"19071",81541
"19072",81543
"19073",81544
"19074",81545
"19075",81546
"19076",81547
"19077",81548
"19078",81549
"19079",81550
"19080",81551
"19081",81552
"19082",81553
"19083",81554
"19084",81555
"19085",81556
"19086",81557
"19087",81558
"19088",81559
"19089",81560
"19090",81561
"19091",81562
"19092",81563
"19093",81564
"19094",81565
"19095",81566
"19096",81567
"19097",81570
"19098",81571
"19099",81572
"19100",81573
"19101",81574
"19102",81575
"19103",81576
"19104",81578
"19105",81579
"19106",81580
"19107",81581
"19108",81582
"19109",81583
"19110",81584
"19111",81586
"19112",81587
"19113",81588
"19114",81590
"19115",81591
"19116",81592
"19117",87128
"19118",90018
"19119",81595
"19120",81596
"19121",81597
"19122",81598
"19123",81599
"19124",81600
"19125",81601
"19126",81602
"19127",81604
"19128",81605
"19129",81607
"19130",81608
"19131",81609
"19132",81610
"19133",81611
"19134",81612
"19135",81613
"19136",81615
"19137",81616
"19138",81618
"19139",81619
"19140",81620
"19141",81621
"19142",81623
"19143",81624
"19144",81625
"19145",81626
"19146",81627
"19147",81628
"19148",81629
"19149",81630
"19150",81631
"19151",81632
"19152",81633
"19153",81634
"19154",81635
"19155",81636
"19156",81637
"19157",81638
"19158",81639
"19159",81640
"19160",81642
"19161",81643
"19162",81644
"19163",81645
"19164",81646
"19165",81647
"19166",81648
"19167",81650
"19168",81651
"19169",81652
"19170",81653
"19171",81654
"19172",81655
"19173",81656
"19174",81658
"19175",81659
"19176",81660
"19177",81662
"19178",81661
"19179",81665
"19180",81666
"19181",81667
"19182",81668
"19183",81669
"19184",81670
"19185",81672
"19186",81674
"19187",81675
"19188",81676
"19189",81677
"19190",81678
"19191",81679
"19192",81680
"19193",81682
"19194",81683
"19195",81684
"19196",81685
"19197",81686
"19198",81687
"19199",81688
"19200",81689
"19201",81690
"19202",81691
"19203",81692
"19204",81693
"19205",81694
"19206",81695
"19207",81696
"19208",81697
"19209",81698
"19210",81699
"19211",81701
"19212",81703
"19213",81704
"19214",81705
"19215",81706
"19216",81707
"19217",81708
"19218",81709
"19219",81710
"19220",81711
"19221",81712
"19222",81713
"19223",81714
"19224",81715
"19225",81716
"19226",81717
"19227",81718
"19228",81719
"19229",81720
"19230",81721
"19231",81722
"19232",81723
"19233",81724
"19234",81725
"19235",81726
"19236",81727
"19237",81728
"19238",81731
"19239",81732
"19240",81733
"19241",81734
"19242",81735
"19243",81736
"19244",81738
"19245",81739
"19246",81740
"19247",81741
"19248",81742
"19249",81743
"19250",81744
"19251",81746
"19252",81747
"19253",81748
"19254",81749
"19255",81750
"19256",81751
"19257",81752
"19258",81754
"19259",81755
"19260",81756
"19261",81757
"19262",81759
"19263",81760
"19264",81761
"19265",81762
"19266",81763
"19267",81764
"19268",80938
"19269",81641
"19270",81671
"19271",81758
"19272",81765
"19273",81766
"19274",81767
"19275",81769
"19276",81770
"19277",81771
"19278",81772
"19279",81773
"19280",81774
"19281",81775
"19282",81776
"19283",81778
"19284",81779
"19285",81781
"19286",81782
"19287",81783
"19288",81784
"19289",81848
"19290",81849
"19291",81850
"19292",81851
"19293",81853
"19294",81854
"19295",81855
"19296",81856
"19297",81857
"19298",81858
"19299",81859
"19300",81861
"19301",81862
"19302",81863
"19303",81864
"19304",81865
"19305",81866
"19306",81867
"19307",81869
"19308",81870
"19309",81871
"19310",81872
"19311",81873
"19312",81874
"19313",81877
"19314",81878
"19315",81879
"19316",81880
"19317",81881
"19318",81882
"19319",81883
"19320",81884
"19321",81885
"19322",81886
"19323",81887
"19324",81888
"19325",81889
"19326",81890
"19327",81891
"19328",81893
"19329",81894
"19330",81895
"19331",81897
"19332",81898
"19333",81899
"19334",81900
"19335",81901
"19336",81902
"19337",81903
"19338",81904
"19339",81905
"19340",81906
"19341",81907
"19342",81908
"19343",81909
"19344",83728
"19345",81875
"19346",81910
"19347",81911
"19348",81912
"19349",81914
"19350",81916
"19351",81917
"19352",81918
"19353",81919
"19354",81920
"19355",81922
"19356",81923
"19357",81925
"19358",82155
"19359",82156
"19360",82157
"19361",82158
"19362",82159
"19363",82160
"19364",82161
"19365",82162
"19366",82163
"19367",82164
"19368",82165
"19369",82167
"19370",82168
"19371",82169
"19372",82170
"19373",82171
"19374",82172
"19375",82173
"19376",82175
"19377",82176
"19378",82177
"19379",82178
"19380",82179
"19381",82180
"19382",82181
"19383",82183
"19384",82184
"19385",82185
"19386",82186
"19387",82187
"19388",82188
"19389",82189
"19390",82190
"19391",82191
"19392",82192
"19393",82193
"19394",82194
"19395",82195
"19396",82196
"19397",82198
"19398",82199
"19399",82200
"19400",82201
"19401",82202
"19402",82204
"19403",82205
"19404",82206
"19405",82207
"19406",82208
"19407",82209
"19408",82210
"19409",82212
"19410",82213
"19411",82214
"19412",82215
"19413",82216
"19414",82217
"19415",82218
"19416",82219
"19417",82220
"19418",82221
"19419",82222
"19420",82223
"19421",82225
"19422",82226
"19423",82227
"19424",82228
"19425",82229
"19426",82231
"19427",81924
"19428",82224
"19429",82232
"19430",82233
"19431",82234
"19432",82235
"19433",82236
"19434",82237
"19435",82238
"19436",82241
"19437",82243
"19438",82244
"19439",82245
"19440",82247
"19441",82248
"19442",82249
"19443",82250
"19444",82251
"19445",82252
"19446",82253
"19447",82255
"19448",82256
"19449",82257
"19450",82258
"19451",82259
"19452",82260
"19453",82261
"19454",82263
"19455",82264
"19456",82265
"19457",82266
"19458",82267
"19459",82268
"19460",82269
"19461",82270
"19462",82271
"19463",82272
"19464",82273
"19465",82274
"19466",82275
"19467",82276
"19468",82277
"19469",82278
"19470",82279
"19471",82280
"19472",82281
"19473",82282
"19474",82283
"19475",82285
"19476",82286
"19477",82287
"19478",82288
"19479",82290
"19480",82291
"19481",82656
"19482",82242
"19483",82292
"19484",82293
"19485",82294
"19486",82295
"19487",82296
"19488",82298
"19489",82299
"19490",82300
"19491",82301
"19492",82302
"19493",82303
"19494",82304
"19495",82305
"19496",82306
"19497",82307
"19498",82308
"19499",82311
"19500",82466
"19501",82467
"19502",82469
"19503",82470
"19504",82471
"19505",82472
"19506",82474
"19507",82475
"19508",82476
"19509",82477
"19510",82478
"19511",82479
"19512",82480
"19513",82481
"19514",82482
"19515",82483
"19516",82484
"19517",82485
"19518",82486
"19519",82487
"19520",82488
"19521",82489
"19522",82490
"19523",82491
"19524",82492
"19525",82493
"19526",82494
"19527",82495
"19528",82496
"19529",82497
"19530",82498
"19531",82499
"19532",82501
"19533",82503
"19534",82504
"19535",82505
"19536",82506
"19537",82507
"19538",82508
"19539",82509
"19540",82510
"19541",82511
"19542",82512
"19543",82513
"19544",82514
"19545",82515
"19546",82516
"19547",82517
"19548",82518
"19549",82520
"19550",82521
"19551",82522
"19552",82523
"19553",82524
"19554",82525
"19555",82526
"19556",82527
"19557",82528
"19558",82530
"19559",82531
"19560",82532
"19561",82533
"19562",82534
"19563",82535
"19564",82536
"19565",82537
"19566",82538
"19567",82539
"19568",82540
"19569",82653
"19570",82654
"19571",82655
"19572",82657
"19573",84005
"19574",82309
"19575",82542
"19576",82543
"19577",82544
"19578",82546
"19579",82547
"19580",82548
"19581",82549
"19582",82550
"19583",82551
"19584",82552
"19585",82554
"19586",82555
"19587",82556
"19588",82557
"19589",82558
"19590",82559
"19591",82560
"19592",82562
"19593",82563
"19594",82564
"19595",82565
"19596",82566
"19597",82567
"19598",82568
"19599",82569
"19600",82570
"19601",82571
"19602",82572
"19603",82573
"19604",82574
"19605",82575
"19606",82576
"19607",82577
"19608",82579
"19609",82581
"19610",82582
"19611",82583
"19612",82584
"19613",82585
"19614",82586
"19615",82587
"19616",82588
"19617",82589
"19618",82590
"19619",82591
"19620",82592
"19621",82593
"19622",82594
"19623",82595
"19624",82596
"19625",82597
"19626",82598
"19627",82599
"19628",82600
"19629",82601
"19630",82602
"19631",82603
"19632",82604
"19633",82605
"19634",82606
"19635",82607
"19636",82608
"19637",82610
"19638",82611
"19639",82612
"19640",82613
"19641",82614
"19642",82615
"19643",82616
"19644",82618
"19645",82619
"19646",82620
"19647",82621
"19648",82622
"19649",82623
"19650",82624
"19651",82626
"19652",82627
"19653",82628
"19654",82631
"19655",82632
"19656",82634
"19657",82635
"19658",82637
"19659",82638
"19660",82639
"19661",82640
"19662",82642
"19663",82643
"19664",82644
"19665",82646
"19666",82647
"19667",82648
"19668",82650
"19669",82651
"19670",82652
"19671",83186
"19672",82578
"19673",82649
"19674",82659
"19675",82661
"19676",82662
"19677",82663
"19678",82664
"19679",82665
"19680",82666
"19681",82667
"19682",82669
"19683",82670
"19684",82671
"19685",82672
"19686",82673
"19687",82675
"19688",82677
"19689",82678
"19690",82679
"19691",82680
"19692",82681
"19693",82682
"19694",82683
"19695",82685
"19696",82686
"19697",82687
"19698",82688
"19699",82689
"19700",82690
"19701",82691
"19702",82693
"19703",82694
"19704",82695
"19705",82696
"19706",82697
"19707",82698
"19708",82699
"19709",82700
"19710",82701
"19711",82702
"19712",82703
"19713",82704
"19714",82706
"19715",82707
"19716",82708
"19717",82709
"19718",82710
"19719",82711
"19720",82712
"19721",82713
"19722",82714
"19723",82715
"19724",82716
"19725",82717
"19726",82718
"19727",82719
"19728",82720
"19729",82722
"19730",82723
"19731",82724
"19732",82725
"19733",82726
"19734",82727
"19735",82729
"19736",82730
"19737",82731
"19738",82732
"19739",82733
"19740",82734
"19741",82735
"19742",82736
"19743",82737
"19744",82738
"19745",82739
"19746",82740
"19747",82741
"19748",82742
"19749",82743
"19750",82744
"19751",82745
"19752",82746
"19753",82747
"19754",82749
"19755",82750
"19756",82751
"19757",82753
"19758",82754
"19759",82755
"19760",82757
"19761",82758
"19762",82759
"19763",82760
"19764",82761
"19765",82762
"19766",82763
"19767",82765
"19768",82766
"19769",82767
"19770",82768
"19771",82769
"19772",82770
"19773",82771
"19774",82773
"19775",82775
"19776",82776
"19777",82777
"19778",82779
"19779",82780
"19780",82781
"19781",82782
"19782",82783
"19783",82784
"19784",82752
"19785",82774
"19786",82792
"19787",82793
"19788",82794
"19789",82795
"19790",82797
"19791",82800
"19792",82802
"19793",82803
"19794",82804
"19795",82805
"19796",82806
"19797",82807
"19798",82808
"19799",82809
"19800",82810
"19801",82811
"19802",82812
"19803",82813
"19804",82814
"19805",82815
"19806",82816
"19807",82817
"19808",82818
"19809",82819
"19810",82821
"19811",82822
"19812",82824
"19813",82825
"19814",82826
"19815",82827
"19816",82829
"19817",82830
"19818",82831
"19819",82832
"19820",82833
"19821",82834
"19822",82835
"19823",82837
"19824",82838
"19825",82839
"19826",82840
"19827",82841
"19828",82843
"19829",82845
"19830",82846
"19831",82847
"19832",82848
"19833",82849
"19834",82850
"19835",82851
"19836",82853
"19837",82791
"19838",82854
"19839",82855
"19840",82857
"19841",82858
"19842",82859
"19843",82860
"19844",82861
"19845",82863
"19846",83106
"19847",83107
"19848",83108
"19849",83109
"19850",83111
"19851",83112
"19852",83113
"19853",83114
"19854",83115
"19855",83117
"19856",83119
"19857",83120
"19858",83121
"19859",83122
"19860",83123
"19861",83124
"19862",83125
"19863",83127
"19864",83128
"19865",83129
"19866",83130
"19867",83131
"19868",83132
"19869",83133
"19870",83134
"19871",83135
"19872",83136
"19873",83137
"19874",83138
"19875",83139
"19876",83140
"19877",83141
"19878",83143
"19879",83144
"19880",83145
"19881",83146
"19882",83147
"19883",83148
"19884",83149
"19885",83150
"19886",83151
"19887",83152
"19888",83153
"19889",83154
"19890",83155
"19891",83156
"19892",83157
"19893",83158
"19894",83159
"19895",83160
"19896",83161
"19897",83162
"19898",83163
"19899",83164
"19900",83165
"19901",83167
"19902",83168
"19903",83170
"19904",83171
"19905",83172
"19906",83174
"19907",83175
"19908",83176
"19909",83178
"19910",83179
"19911",83180
"19912",83181
"19913",83183
"19914",83184
"19915",83185
"19916",85409
"19917",82856
"19918",82862
"19919",83173
"19920",83188
"19921",83189
"19922",83190
"19923",83191
"19924",83193
"19925",83194
"19926",83195
"19927",83196
"19928",83197
"19929",83198
"19930",83199
"19931",83200
"19932",83201
"19933",83202
"19934",83203
"19935",83204
"19936",83205
"19937",83206
"19938",83207
"19939",83208
"19940",83209
"19941",83210
"19942",83211
"19943",83212
"19944",83213
"19945",83215
"19946",83216
"19947",83217
"19948",83218
"19949",83219
"19950",83220
"19951",83221
"19952",83222
"19953",83223
"19954",83224
"19955",83225
"19956",83226
"19957",83227
"19958",83228
"19959",83229
"19960",83230
"19961",83231
"19962",83232
"19963",83233
"19964",83234
"19965",83235
"19966",83236
"19967",83237
"19968",83238
"19969",83239
"19970",83240
"19971",83241
"19972",83242
"19973",83243
"19974",83244
"19975",83245
"19976",83246
"19977",83247
"19978",83248
"19979",83250
"19980",83251
"19981",83252
"19982",83253
"19983",83254
"19984",83255
"19985",83256
"19986",83258
