"","col","missing_share"
"1","grltnoa",0.378878546099291
"2","orgcap",0.310560726950355
"3","pchsale_pchinvt",0.245290336879433
"4","pchsaleinv",0.254321808510638
"5","rd_mve",0.599346187943262
"6","rd_sale",0.599346187943262
"7","realestate",0.575022163120567
"8","saleinv",0.230385638297872
"9","secured",0.520722517730496
"10","stdacc",0.378656914893617
"11","stdcf",0.378656914893617
"12","tb",0.249224290780142
