"","model","sample","variable","importance"
"359","NN1_MSE",2,"ind_bm_ia",0.0139750179717845
"360","NN1_MAE",2,"ind_bm_ia",0.0139300665524238
"361","NN2_MSE",2,"ind_bm_ia",0.0139596758432678
"362","NN2_MAE",2,"ind_bm_ia",0.0140789322922804
"363","NN3_MSE",2,"ind_bm_ia",0.0137596360414643
"364","NN3_MAE",2,"ind_bm_ia",0.0141903018006307
"365","NN4_MSE",2,"ind_bm_ia",0.0139026629927747
"366","NN4_MAE",2,"ind_bm_ia",0.0139255439211264
"367","NN5_MSE",2,"ind_bm_ia",0.0135835460128432
"368","NN5_MAE",2,"ind_bm_ia",0.0138630226598114
"369","LM_MSE",3,"ind_bm_ia",0.0115292214346865
"370","LM_MAE",3,"ind_bm_ia",0.0123227520006492
"371","ELN_MSE",3,"ind_bm_ia",0.00546129489981167
"372","ELN_MAE",3,"ind_bm_ia",0.0138747188491243
"373","RF_MSE",3,"ind_bm_ia",0.0158908431577136
"374","RF_MAE",3,"ind_bm_ia",0.0158880530248496
"375","NN1_MSE",3,"ind_bm_ia",0.0123971164067448
"376","NN1_MAE",3,"ind_bm_ia",0.0140456729335509
"377","NN2_MSE",3,"ind_bm_ia",0.0136934176906404
"378","NN2_MAE",3,"ind_bm_ia",0.0133504262116177
"379","NN3_MSE",3,"ind_bm_ia",0.0129467438297087
"380","NN3_MAE",3,"ind_bm_ia",0.0128408305356795
"381","NN4_MSE",3,"ind_bm_ia",0.0137044754618688
"382","NN4_MAE",3,"ind_bm_ia",0.0142666982080243
"383","NN5_MSE",3,"ind_bm_ia",0.0126318834607153
"384","NN5_MAE",3,"ind_bm_ia",0.0136254200886749
"385","LM_MSE",1,"ind_cash",0.00129736160768429
"386","LM_MAE",1,"ind_cash",0.0013165981812389
"387","ELN_MSE",1,"ind_cash",2.55733697757946e-99
"388","ELN_MAE",1,"ind_cash",0.00171367789821392
"389","RF_MSE",1,"ind_cash",0.0129374120931466
"390","RF_MAE",1,"ind_cash",0.0121077383877706
"391","NN1_MSE",1,"ind_cash",0.0136520983481723
"392","NN1_MAE",1,"ind_cash",0.014019321585277
"393","NN2_MSE",1,"ind_cash",0.0134999068842347
"394","NN2_MAE",1,"ind_cash",0.0138754783906713
"395","NN3_MSE",1,"ind_cash",0.0140083000922692
"396","NN3_MAE",1,"ind_cash",0.0140047100578384
