% LIQUIDITY FACTORS OF PASTOR AND STAMBAUGH (JPE 2003) UPDATED THROUGH DEC 2018
% Column 1: Month
% Column 2: Levels of aggregated liquidity (Figure 1 in the paper)
% Column 3: Innovations in aggregated liquidity (non-traded liquidity factor; equation(8); the main series)
% Column 4: Traded liquidity factor (LIQ_V, 10-1 portfolio return)
% Note: The traded factor is the value-weighted return on the 10-1 portfolio from a sort on historical
% liquidity betas. This procedure is simpler than sorting on predicted betas (as in the original study)
% and through 2018 it is similarly successful at creating a spread in post-ranking betas. The traded
% factor has a positive and significant alpha through 2018, consistent with liquidity risk being priced.
%
% Month	Agg Liq.	Innov Liq (eq8)	Traded Liq (LIQ_V)
200201	 -0.06644489	 -0.01154661	 -0.01288248	
200202	 -0.01286437	 -0.01191319	  0.02402159	
200203	  0.06245580	  0.02814546	  0.08984726	
200204	 -0.10764339	 -0.03184870	  0.05488022	
200205	 -0.03307439	 -0.04447161	  0.05212083	
200206	 -0.11746940	 -0.05977616	 -0.00994518	
200207	 -0.06584427	  0.00346039	 -0.05874847	
200208	 -0.02520885	 -0.00351486	 -0.00169716	
200209	 -0.16797267	 -0.08953951	 -0.01721900	
200210	 -0.30822569	 -0.14856632	  0.03741160	
200211	 -0.03839596	  0.01820691	  0.03053977	
200212	 -0.17771917	 -0.00651994	 -0.01271179	
200301	 -0.08468988	 -0.08409706	 -0.02653535	
200302	 -0.03943618	 -0.03664648	  0.00750690	
200303	 -0.10797503	 -0.06903854	  0.00047226	
200304	 -0.04883222	 -0.00503585	  0.04124743	
200305	  0.02454139	  0.01955488	  0.01127813	
200306	 -0.01812024	 -0.00224495	 -0.00778027	
200307	 -0.03600104	  0.01941593	  0.06968007	
200308	 -0.01051529	  0.00529468	  0.03935750	
200309	 -0.10591103	 -0.02391253	 -0.00784658	
200310	 -0.03837221	  0.01126850	  0.01597152	
200311	 -0.03816218	 -0.01089501	  0.00427615	
200312	 -0.02103928	  0.04410754	 -0.00480280	
200401	 -0.10880131	 -0.02183652	 -0.05508023	
200402	 -0.03672963	 -0.05785982	  0.02505994	
200403	  0.02228914	  0.06903129	  0.02146130	
200404	 -0.05308257	  0.01100742	 -0.01488638	
200405	 -0.00057892	 -0.01658645	  0.00888503	
200406	  0.05571604	  0.10830727	  0.01956818	
200407	 -0.02550274	 -0.00334115	  0.06250298	
200408	 -0.00234088	  0.03653671	  0.05379022	
200409	 -0.03197207	 -0.00336452	  0.00509373	
200410	  0.01164025	  0.01809212	  0.00444219	
200411	 -0.02942346	  0.02234998	  0.01449730	
200412	 -0.06776842	 -0.01231474	 -0.03145341	
200501	 -0.00726991	  0.01229106	  0.04371083	
200502	 -0.05550401	 -0.00385259	  0.04793487	
200503	 -0.01898391	  0.00255575	  0.00135125	
200504	 -0.12414055	 -0.09648140	 -0.05400074	
200505	  0.00728553	  0.05110430	  0.01087823	
200506	  0.00493558	  0.08141477	  0.04700153	
200507	  0.03258067	  0.04092027	  0.02655639	
200508	 -0.01230377	  0.01213186	  0.02752852	
200509	 -0.02288006	 -0.01969468	  0.03380765	
200510	 -0.04639038	  0.00957094	 -0.04378714	
200511	  0.08811642	  0.07027835	  0.00752334	
200512	 -0.03003918	 -0.07763438	  0.00419666	
200601	 -0.05892435	 -0.04937177	  0.02770677	
200602	 -0.05822714	 -0.03884730	 -0.02899931	
200603	 -0.01030871	  0.03515549	  0.00375167	
200604	  0.00726181	  0.01843587	  0.01630861	
200605	 -0.02157126	  0.01143072	  0.01179945	
200606	 -0.06734657	  0.00218625	  0.01819689	
200607	  0.00388041	 -0.00052197	  0.02295802	
200608	  0.01522413	 -0.02650779	 -0.03749606	
200609	 -0.05997617	 -0.04490997	 -0.01080846	
200610	  0.03216261	  0.06004700	  0.04441850	
200611	 -0.01066791	  0.03979368	  0.02661751	
200612	  0.03254139	  0.02167578	 -0.02522800	
200701	  0.04296943	  0.01563202	  0.01121493	
200702	  0.00248330	  0.04163098	  0.03412233	
200703	 -0.03568129	 -0.02702432	  0.01919413	
200704	 -0.01300089	  0.00655199	  0.01129701	
200705	  0.02896424	  0.06318381	  0.01744196	
200706	  0.05692140	  0.08667886	  0.02907718	
200707	  0.00097509	 -0.00919347	  0.02931896	
200708	 -0.15153468	 -0.19129969	 -0.00375737	
200709	 -0.04736919	 -0.03582813	  0.03075797	
200710	 -0.19027740	 -0.04479293	  0.05942475	
200711	 -0.16257079	 -0.01769368	  0.00896297	
200712	 -0.03759112	  0.03689431	  0.05965561	
200801	 -0.16036628	 -0.06253720	 -0.12776798	
200802	  0.08536388	 -0.00918547	  0.00418435	
200803	 -0.26869989	 -0.15330015	  0.06128142	
200804	  0.03059327	  0.10755357	  0.10203357	
200805	 -0.01972985	 -0.00701339	  0.06788095	
200806	 -0.09196788	 -0.04294450	  0.05163979	
200807	 -0.17484840	 -0.07242703	 -0.07636082	
200808	 -0.00451175	  0.02796299	  0.01303803	
200809	 -0.08906778	 -0.23523249	 -0.11851009	
200810	 -0.23076349	 -0.06005473	 -0.07244069	
200811	  0.07261688	  0.14757164	 -0.06106824	
200812	 -0.29270896	 -0.18591200	 -0.07916169	
200901	 -0.07527077	 -0.17938362	  0.09952073	
200902	 -0.04325515	  0.02389836	  0.04650332	
200903	 -0.10023486	 -0.02939668	 -0.05055258	
200904	 -0.09531105	 -0.03939993	 -0.01255978	
200905	 -0.06387591	  0.07430672	  0.03041801	
200906	 -0.04073017	  0.01921509	 -0.01306218	
200907	  0.07876725	  0.03983172	 -0.00453311	
200908	 -0.02570087	 -0.01520337	 -0.05452664	
200909	  0.01044196	  0.06149810	  0.06979724	
200910	 -0.05872567	 -0.04515041	  0.05819682	
200911	 -0.03036448	 -0.00651239	  0.00120462	
200912	  0.12456049	 -0.00303357	  0.02601791	
201001	  0.06033164	  0.10726583	 -0.01233381	
201002	  0.01792407	  0.03371471	  0.00064134	
201003	  0.01577792	  0.02663183	 -0.06124744	
201004	 -0.04561673	 -0.03557125	 -0.00078908	
201005	 -0.07656733	 -0.02293047	 -0.02943960	
201006	 -0.05557535	  0.01281203	  0.01188718	
201007	 -0.00952079	  0.00965610	  0.03401233	
201008	  0.00480037	  0.02754953	  0.04299480	
201009	 -0.03409728	  0.07531069	  0.02259427	
201010	 -0.04433713	 -0.05215512	  0.02509685	
201011	 -0.00990716	  0.00428221	  0.02187049	
201012	  0.02141666	  0.06927464	  0.02249222	
201101	 -0.00685465	 -0.00041859	  0.00912671	
201102	 -0.01123957	  0.00322209	  0.00634893	
201103	 -0.02567521	 -0.01540350	  0.01336715	
201104	  0.00993066	  0.02292888	 -0.03187047	
201105	  0.01789547	  0.02218211	 -0.01160846	
201106	 -0.00844957	  0.02554101	 -0.00993878	
201107	 -0.01325638	  0.01506357	 -0.00141177	
201108	 -0.05093781	 -0.04867537	 -0.04381501	
201109	  0.01193896	  0.02857425	 -0.05270066	
201110	 -0.04258561	  0.02540197	  0.08660555	
201111	 -0.09575724	 -0.02626176	  0.04932811	
201112	  0.01039314	  0.05280993	 -0.03404990	
201201	  0.01961400	  0.05322057	 -0.02030348	
201202	  0.03187007	  0.00851060	  0.01844992	
201203	 -0.01880475	 -0.00979741	 -0.06725671	
201204	  0.00936320	 -0.01497201	 -0.00894496	
201205	  0.08314777	 -0.00874284	  0.00274035	
201206	  0.01796502	 -0.00492966	 -0.00552748	
201207	  0.01653569	  0.09844030	  0.00354745	
201208	 -0.04175661	 -0.02187876	 -0.00588594	
201209	  0.04719894	  0.03603615	 -0.01751560	
201210	 -0.03322473	 -0.04300424	 -0.01145782	
201211	 -0.01280514	 -0.05991104	 -0.01605738	
201212	  0.01040511	  0.02808731	  0.01227140	
201301	  0.01550051	  0.02681753	 -0.02361129	
201302	 -0.02513837	 -0.01724645	 -0.01178096	
201303	  0.02615192	  0.07212754	  0.00966966	
201304	 -0.00236985	 -0.01635240	 -0.03254110	
201305	 -0.00284092	  0.01038157	  0.00383275	
201306	 -0.00381091	  0.04182531	 -0.01614282	
201307	 -0.01612172	  0.00814451	  0.00715968	
201308	 -0.03703270	  0.00565543	  0.01224844	
201309	 -0.03881538	 -0.02225978	 -0.01712165	
201310	  0.05295408	  0.09547180	 -0.02167248	
201311	 -0.08810932	  0.02088144	 -0.02238580	
201312	  0.03035995	  0.01676295	 -0.00249933	
201401	 -0.00932867	  0.01835926	  0.02987910	
201402	  0.02996242	  0.03290353	 -0.00859772	
201403	 -0.00309632	  0.02244432	  0.02375835	
201404	 -0.00645909	 -0.00816169	 -0.04838567	
201405	 -0.07069496	 -0.02346586	  0.00092334	
201406	  0.04038718	  0.07574063	  0.01145784	
201407	  0.02417950	  0.03531665	 -0.00559958	
201408	 -0.00256732	 -0.00412510	  0.00286773	
201409	 -0.01228465	  0.00082189	  0.01635483	
201410	  0.03561860	  0.05567512	  0.03966420	
201411	 -0.03749949	 -0.02144784	 -0.01761166	
201412	  0.03523875	  0.05776572	  0.02368306	
201501	  0.00004586	  0.02412522	 -0.01786240	
201502	 -0.01480737	 -0.00040871	 -0.01565885	
201503	 -0.04164426	 -0.01603928	  0.00279148	
201504	 -0.00293457	  0.02586027	  0.00373068	
201505	  0.02202494	  0.02117108	  0.03365793	
201506	  0.00042559	  0.01037626	  0.01544575	
201507	  0.02226873	  0.02210708	  0.00957328	
201508	  0.02501481	  0.06026714	  0.00146809	
201509	 -0.10627136	 -0.07777626	  0.00564307	
201510	  0.00819417	  0.07928604	 -0.06160902	
201511	 -0.07021659	 -0.03118157	  0.03703496	
201512	 -0.01010240	 -0.01813398	 -0.00400450	
201601	 -0.04580416	  0.00008340	 -0.04157984	
201602	  0.00311805	  0.05040044	 -0.02347005	
201603	 -0.02160472	  0.00374226	 -0.01762153	
201604	  0.06892560	  0.09076720	  0.01952463	
201605	 -0.04369110	 -0.06133121	 -0.00610485	
201606	 -0.02275323	 -0.02942184	  0.02023970	
201607	  0.02293786	  0.01054578	 -0.01309293	
201608	  0.00713037	 -0.02599584	  0.00742570	
201609	 -0.04102480	 -0.03446840	  0.02387024	
201610	  0.06403411	  0.08954185	 -0.01023646	
201611	 -0.07639753	 -0.02279601	  0.02186405	
201612	 -0.00646986	  0.04874644	 -0.02705536	
201701	  0.05773183	  0.06538309	  0.00766621	
201702	 -0.07793624	 -0.03433911	 -0.04868980	
201703	 -0.00530806	 -0.01808065	 -0.03714798	
201704	 -0.02071527	  0.02500984	 -0.01777905	
201705	  0.08107144	  0.06103761	 -0.02507173	
201706	  0.04181934	  0.02865154	  0.00637933	
201707	 -0.01862110	  0.01302416	  0.01248154	
201708	  0.04040889	  0.07383344	 -0.02339617	
201709	  0.04808639	  0.05275686	 -0.00260382	
201710	  0.02618275	  0.02889928	 -0.03760097	
201711	  0.03718796	  0.02067589	  0.00809466	
201712	  0.03732324	  0.04279730	  0.03941081	
201801	 -0.05284860	 -0.01229618	 -0.01456072	
201802	  0.00638112	  0.03282006	  0.02333666	
201803	  0.02945414	  0.08504901	  0.00462334	
201804	 -0.08104903	 -0.01556749	  0.03088440	
201805	  0.02550321	  0.08527765	  0.03989521	
201806	  0.10169159	  0.13113585	 -0.00265626	
201807	 -0.02159778	 -0.02509583	 -0.00166688	
201808	  0.08996956	  0.03862172	 -0.01846675	
201809	 -0.03918643	  0.05997328	  0.00401761	
201810	 -0.06728441	 -0.03017698	 -0.01084171	
201811	  0.01563837	  0.04078271	  0.03158090	
201812	 -0.06523465	 -0.04060194	 -0.00392013	
